strain,locusId,gene_id,gene_name,description
ANA3,7025124,ANA3:7025124,Shewana3_2287,"LolC/E family lipoprotein releasing system, transmembrane protein (RefSeq)"
ANA3,7025113,ANA3:7025113,hscA,chaperone protein HscA (RefSeq)
ANA3,7024588,ANA3:7024588,tmk,thymidylate kinase (RefSeq)
ANA3,7022779,ANA3:7022779,Shewana3_0034,methionyl-tRNA formyltransferase (RefSeq)
ANA3,7026611,ANA3:7026611,Shewana3_3744,cell division protein FtsW (RefSeq)
ANA3,7023881,ANA3:7023881,Shewana3_1101,thiamine-monophosphate kinase (RefSeq)
ANA3,7024288,ANA3:7024288,Shewana3_1480,FolC bifunctional protein (RefSeq)
ANA3,7025649,ANA3:7025649,dnaE,DNA polymerase III subunit alpha (RefSeq)
ANA3,7025934,ANA3:7025934,Shewana3_3083,O-sialoglycoprotein endopeptidase (RefSeq)
ANA3,7023730,ANA3:7023730,Shewana3_0960,chaperone protein DnaJ (RefSeq)
ANA3,7025648,ANA3:7025648,Shewana3_2799,tRNA(Ile)-lysidine synthetase (RefSeq)
ANA3,7026612,ANA3:7026612,Shewana3_3745,UDP-N-acetylmuramoylalanine--D-glutamate ligase (RefSeq)
ANA3,7026615,ANA3:7026615,murE,"UDP-N-acetylmuramoylalanyl-D-glutamate--2, 6-diaminopimelate ligase (RefSeq)"
ANA3,7025119,ANA3:7025119,Shewana3_2282,serine O-acetyltransferase (RefSeq)
ANA3,7026609,ANA3:7026609,murC,UDP-N-acetylmuramate--L-alanine ligase (RefSeq)
ANA3,7023152,ANA3:7023152,hemC,porphobilinogen deaminase (RefSeq)
ANA3,7025428,ANA3:7025428,lpxK,tetraacyldisaccharide 4'-kinase (RefSeq)
ANA3,7026973,ANA3:7026973,Shewana3_4102,coproporphyrinogen oxidase (RefSeq)
ANA3,7024734,ANA3:7024734,Shewana3_1912,succinyl-diaminopimelate desuccinylase (RefSeq)
ANA3,7026504,ANA3:7026504,Shewana3_3647,rod shape-determining protein MreC (RefSeq)
ANA3,7026610,ANA3:7026610,murG,undecaprenyldiphospho-muramoylpentapeptide beta-N- acetylglucosaminyltransferase (RefSeq)
ANA3,7023898,ANA3:7023898,ispD,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (RefSeq)
ANA3,7026531,ANA3:7026531,Shewana3_3674,sporulation domain-containing protein (RefSeq)
BFirm,BPHYT_RS33205,BFirm:BPHYT_RS33205,BPHYT_RS33205,ABC transporter
BFirm,BPHYT_RS33210,BFirm:BPHYT_RS33210,BPHYT_RS33210,ABC transporter ATP-binding protein
BFirm,BPHYT_RS00045,BFirm:BPHYT_RS00045,BPHYT_RS00045,hypothetical protein
BFirm,BPHYT_RS00065,BFirm:BPHYT_RS00065,BPHYT_RS00065,hypothetical protein
BFirm,BPHYT_RS32355,BFirm:BPHYT_RS32355,BPHYT_RS32355,ABC transporter permease
BFirm,BPHYT_RS36270,BFirm:BPHYT_RS36270,BPHYT_RS36270,hypothetical protein
BFirm,BPHYT_RS04785,BFirm:BPHYT_RS04785,BPHYT_RS04785,permease
BFirm,BPHYT_RS34455,BFirm:BPHYT_RS34455,BPHYT_RS34455,arginine ABC transporter ATP-binding protein
BFirm,BPHYT_RS14405,BFirm:BPHYT_RS14405,BPHYT_RS14405,RNA polymerase sigma factor RpoE
BFirm,BPHYT_RS02855,BFirm:BPHYT_RS02855,BPHYT_RS02855,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
BFirm,BPHYT_RS18015,BFirm:BPHYT_RS18015,BPHYT_RS18015,preprotein translocase subunit SecY
BFirm,BPHYT_RS05680,BFirm:BPHYT_RS05680,BPHYT_RS05680,DNA-cytosine methyltransferase
BFirm,BPHYT_RS09455,BFirm:BPHYT_RS09455,BPHYT_RS09455,ATP-dependent Clp protease ATP-binding subunit ClpX
BFirm,BPHYT_RS31005,BFirm:BPHYT_RS31005,BPHYT_RS31005,hypothetical protein
BFirm,BPHYT_RS00015,BFirm:BPHYT_RS00015,BPHYT_RS00015,DNA gyrase subunit B
BFirm,BPHYT_RS36550,BFirm:BPHYT_RS36550,BPHYT_RS36550,hypothetical protein
BFirm,BPHYT_RS17615,BFirm:BPHYT_RS17615,BPHYT_RS17615,Glutathione S-transferase domain
BFirm,BPHYT_RS14170,BFirm:BPHYT_RS14170,BPHYT_RS14170,ribosomal RNA large subunit methyltransferase E
BFirm,BPHYT_RS03165,BFirm:BPHYT_RS03165,BPHYT_RS03165,ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
BFirm,BPHYT_RS02355,BFirm:BPHYT_RS02355,BPHYT_RS02355,ferritin
BFirm,BPHYT_RS14935,BFirm:BPHYT_RS14935,BPHYT_RS14935,membrane protein
BFirm,BPHYT_RS28355,BFirm:BPHYT_RS28355,BPHYT_RS28355,LysR family transcriptional regulator
BFirm,BPHYT_RS09045,BFirm:BPHYT_RS09045,BPHYT_RS09045,transcription termination factor Rho
BFirm,BPHYT_RS16685,BFirm:BPHYT_RS16685,BPHYT_RS16685,arginine ABC transporter ATP-binding protein
BFirm,BPHYT_RS30980,BFirm:BPHYT_RS30980,BPHYT_RS30980,AraC family transcriptional regulator
BFirm,BPHYT_RS25245,BFirm:BPHYT_RS25245,BPHYT_RS25245,glycine/betaine ABC transporter substrate-binding protein
BFirm,BPHYT_RS14375,BFirm:BPHYT_RS14375,BPHYT_RS14375,signal peptidase
BFirm,BPHYT_RS15995,BFirm:BPHYT_RS15995,BPHYT_RS15995,pyridoxine/pyridoxamine 5'-phosphate oxidase
BFirm,BPHYT_RS30630,BFirm:BPHYT_RS30630,BPHYT_RS30630,LuxR family transcriptional regulator
BFirm,BPHYT_RS17985,BFirm:BPHYT_RS17985,BPHYT_RS17985,DNA-directed RNA polymerase subunit alpha
BFirm,BPHYT_RS06635,BFirm:BPHYT_RS06635,BPHYT_RS06635,NADH-quinone oxidoreductase subunit C
BFirm,BPHYT_RS17200,BFirm:BPHYT_RS17200,BPHYT_RS17200,UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase
BFirm,BPHYT_RS15860,BFirm:BPHYT_RS15860,BPHYT_RS15860,superoxide dismutase
BFirm,BPHYT_RS02840,BFirm:BPHYT_RS02840,BPHYT_RS02840,50S ribosomal protein L25
BFirm,BPHYT_RS00010,BFirm:BPHYT_RS00010,BPHYT_RS00010,DNA polymerase III subunit beta
BFirm,BPHYT_RS34695,BFirm:BPHYT_RS34695,BPHYT_RS34695,chromosome partitioning protein ParA
BFirm,BPHYT_RS18130,BFirm:BPHYT_RS18130,BPHYT_RS18130,elongation factor G
BFirm,BPHYT_RS05165,BFirm:BPHYT_RS05165,BPHYT_RS05165,cell division inhibitor MinD
BFirm,BPHYT_RS06640,BFirm:BPHYT_RS06640,BPHYT_RS06640,NADH-quinone oxidoreductase subunit D
BFirm,BPHYT_RS33930,BFirm:BPHYT_RS33930,BPHYT_RS33930,succinate dehydrogenase iron-sulfur subunit
BFirm,BPHYT_RS17055,BFirm:BPHYT_RS17055,BPHYT_RS17055,ribonucleotide-diphosphate reductase subunit beta
BFirm,BPHYT_RS23135,BFirm:BPHYT_RS23135,BPHYT_RS23135,putrescine/spermidine ABC transporter permease
BFirm,BPHYT_RS15655,BFirm:BPHYT_RS15655,BPHYT_RS15655,aminotransferase
BFirm,BPHYT_RS19415,BFirm:BPHYT_RS19415,BPHYT_RS19415,ATP synthase subunit A
BFirm,BPHYT_RS28755,BFirm:BPHYT_RS28755,BPHYT_RS28755,3-(2-hydroxyphenyl) propionic acid transporter
BFirm,BPHYT_RS18085,BFirm:BPHYT_RS18085,BPHYT_RS18085,30S ribosomal protein S3
BFirm,BPHYT_RS14885,BFirm:BPHYT_RS14885,BPHYT_RS14885,30S ribosomal protein S1
BFirm,BPHYT_RS08375,BFirm:BPHYT_RS08375,BPHYT_RS08375,enoyl-CoA hydratase
BFirm,BPHYT_RS08915,BFirm:BPHYT_RS08915,BPHYT_RS08915,UDP-4-amino-4-deoxy-L-arabinose formyltransferase
BFirm,BPHYT_RS18155,BFirm:BPHYT_RS18155,BPHYT_RS18155,DNA-directed RNA polymerase subunit beta
BFirm,BPHYT_RS17990,BFirm:BPHYT_RS17990,BPHYT_RS17990,30S ribosomal protein S4
BFirm,BPHYT_RS31010,BFirm:BPHYT_RS31010,BPHYT_RS31010,arabinose 5-phosphate isomerase
BFirm,BPHYT_RS18115,BFirm:BPHYT_RS18115,BPHYT_RS18115,50S ribosomal protein L3
BFirm,BPHYT_RS34045,BFirm:BPHYT_RS34045,BPHYT_RS34045,secretion system protein F
BFirm,BPHYT_RS08065,BFirm:BPHYT_RS08065,BPHYT_RS08065,transcription termination factor NusA
BFirm,BPHYT_RS12575,BFirm:BPHYT_RS12575,BPHYT_RS12575,histidine--tRNA ligase
BFirm,BPHYT_RS18170,BFirm:BPHYT_RS18170,BPHYT_RS18170,50S ribosomal protein L1
BFirm,BPHYT_RS04200,BFirm:BPHYT_RS04200,BPHYT_RS04200,molecular chaperone GroEL
BFirm,BPHYT_RS09530,BFirm:BPHYT_RS09530,BPHYT_RS09530,peptidyl-prolyl cis-trans isomerase
BFirm,BPHYT_RS25460,BFirm:BPHYT_RS25460,BPHYT_RS25460,LysR family transcriptional regulator
BFirm,BPHYT_RS12140,BFirm:BPHYT_RS12140,BPHYT_RS12140,30S ribosomal protein S2
BFirm,BPHYT_RS03590,BFirm:BPHYT_RS03590,BPHYT_RS03590,chaperone protein DnaK
BFirm,BPHYT_RS14365,BFirm:BPHYT_RS14365,BPHYT_RS14365,GTPase Era
BFirm,BPHYT_RS09460,BFirm:BPHYT_RS09460,BPHYT_RS09460,peptidase
BFirm,BPHYT_RS12780,BFirm:BPHYT_RS12780,BPHYT_RS12780,cysteine desulfurase
BFirm,BPHYT_RS19390,BFirm:BPHYT_RS19390,BPHYT_RS19390,ATP synthase gamma chain
BFirm,BPHYT_RS28555,BFirm:BPHYT_RS28555,BPHYT_RS28555,branched-chain amino acid ABC transporter ATP-binding protein
BFirm,BPHYT_RS18150,BFirm:BPHYT_RS18150,BPHYT_RS18150,DNA-directed RNA polymerase subunit beta'
BFirm,BPHYT_RS09450,BFirm:BPHYT_RS09450,BPHYT_RS09450,ATP-dependent Clp protease proteolytic subunit 2
BFirm,BPHYT_RS12945,BFirm:BPHYT_RS12945,BPHYT_RS12945,glutamine synthetase
BFirm,BPHYT_RS06650,BFirm:BPHYT_RS06650,BPHYT_RS06650,NADH dehydrogenase
BFirm,BPHYT_RS17250,BFirm:BPHYT_RS17250,BPHYT_RS17250,phospho-N-acetylmuramoyl-pentapeptide- transferase
BFirm,BPHYT_RS12100,BFirm:BPHYT_RS12100,BPHYT_RS12100,membrane protein
BFirm,BPHYT_RS18110,BFirm:BPHYT_RS18110,BPHYT_RS18110,50S ribosomal protein L4
BFirm,BPHYT_RS04270,BFirm:BPHYT_RS04270,BPHYT_RS04270,glucose-1-phosphate thymidylyltransferase
BFirm,BPHYT_RS06560,BFirm:BPHYT_RS06560,BPHYT_RS06560,phosphatidylserine decarboxylase proenzyme
BFirm,BPHYT_RS02445,BFirm:BPHYT_RS02445,BPHYT_RS02445,lipoyl synthase
BFirm,BPHYT_RS19385,BFirm:BPHYT_RS19385,BPHYT_RS19385,F0F1 ATP synthase subunit beta
BFirm,BPHYT_RS25215,BFirm:BPHYT_RS25215,BPHYT_RS25215,(Fe-S)-binding protein
BFirm,BPHYT_RS19440,BFirm:BPHYT_RS19440,BPHYT_RS19440,tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
BFirm,BPHYT_RS17645,BFirm:BPHYT_RS17645,BPHYT_RS17645,twin-arginine protein translocation system subunit TatC
BFirm,BPHYT_RS19395,BFirm:BPHYT_RS19395,BPHYT_RS19395,ATP synthase subunit alpha 2
BFirm,BPHYT_RS25550,BFirm:BPHYT_RS25550,BPHYT_RS25550,hypothetical protein
BFirm,BPHYT_RS06690,BFirm:BPHYT_RS06690,BPHYT_RS06690,NADH:ubiquinone oxidoreductase subunit N
BFirm,BPHYT_RS14720,BFirm:BPHYT_RS14720,BPHYT_RS14720,oligoribonuclease
BFirm,BPHYT_RS25415,BFirm:BPHYT_RS25415,BPHYT_RS25415,3-hydroxy-2-methylbutyryl-CoA dehydrogenase
BFirm,BPHYT_RS06680,BFirm:BPHYT_RS06680,BPHYT_RS06680,NADH:ubiquinone oxidoreductase subunit L
BFirm,BPHYT_RS13695,BFirm:BPHYT_RS13695,BPHYT_RS13695,dehydrogenase
BFirm,BPHYT_RS03710,BFirm:BPHYT_RS03710,BPHYT_RS03710,protein tolQ
BFirm,BPHYT_RS04980,BFirm:BPHYT_RS04980,BPHYT_RS04980,lysine decarboxylase
BFirm,BPHYT_RS33860,BFirm:BPHYT_RS33860,BPHYT_RS33860,acetyl-CoA carboxylase carboxyl transferase subunit beta
BFirm,BPHYT_RS14165,BFirm:BPHYT_RS14165,BPHYT_RS14165,ATP-dependent metalloprotease
BFirm,BPHYT_RS17220,BFirm:BPHYT_RS17220,BPHYT_RS17220,cell division protein FtsQ
BFirm,BPHYT_RS01560,BFirm:BPHYT_RS01560,BPHYT_RS01560,aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
BFirm,BPHYT_RS07685,BFirm:BPHYT_RS07685,BPHYT_RS07685,histidine ABC transporter ATP-binding protein
BFirm,BPHYT_RS14440,BFirm:BPHYT_RS14440,BPHYT_RS14440,phosphate acyltransferase
BFirm,BPHYT_RS18100,BFirm:BPHYT_RS18100,BPHYT_RS18100,50S ribosomal protein L2
BFirm,BPHYT_RS13620,BFirm:BPHYT_RS13620,BPHYT_RS13620,phenylalanyl-tRNA synthetase subunit beta
BFirm,BPHYT_RS03350,BFirm:BPHYT_RS03350,BPHYT_RS03350,glycyl-tRNA synthetase subunit alpha
BFirm,BPHYT_RS06660,BFirm:BPHYT_RS06660,BPHYT_RS06660,NADH-quinone oxidoreductase subunit H
BFirm,BPHYT_RS12680,BFirm:BPHYT_RS12680,BPHYT_RS12680,2-dehydro-3-deoxyphosphooctonate aldolase
BFirm,BPHYT_RS08120,BFirm:BPHYT_RS08120,BPHYT_RS08120,dihydrolipoamide dehydrogenase
BFirm,BPHYT_RS14940,BFirm:BPHYT_RS14940,BPHYT_RS14940,ubiquinone biosynthesis O-methyltransferase
BFirm,BPHYT_RS04790,BFirm:BPHYT_RS04790,BPHYT_RS04790,permease
BFirm,BPHYT_RS19840,BFirm:BPHYT_RS19840,BPHYT_RS19840,membrane protein insertase YidC
BFirm,BPHYT_RS12420,BFirm:BPHYT_RS12420,BPHYT_RS12420,acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
BFirm,BPHYT_RS01800,BFirm:BPHYT_RS01800,BPHYT_RS01800,ferredoxin--NADP reductase
BFirm,BPHYT_RS14930,BFirm:BPHYT_RS14930,BPHYT_RS14930,DNA gyrase subunit A
BFirm,BPHYT_RS12685,BFirm:BPHYT_RS12685,BPHYT_RS12685,CTP synthase
BFirm,BPHYT_RS13625,BFirm:BPHYT_RS13625,BPHYT_RS13625,phenylalanine--tRNA ligase alpha subunit
BFirm,BPHYT_RS17015,BFirm:BPHYT_RS17015,BPHYT_RS17015,acetyl-CoA carboxylase biotin carboxylase subunit
BFirm,BPHYT_RS14000,BFirm:BPHYT_RS14000,BPHYT_RS14000,glutaminyl-tRNA synthetase
BFirm,BPHYT_RS23450,BFirm:BPHYT_RS23450,BPHYT_RS23450,GntR family transcriptional regulator
BFirm,BPHYT_RS24015,BFirm:BPHYT_RS24015,BPHYT_RS24015,ATP-binding protein
BFirm,BPHYT_RS01545,BFirm:BPHYT_RS01545,BPHYT_RS01545,rod shape-determining protein MreB
BFirm,BPHYT_RS03335,BFirm:BPHYT_RS03335,BPHYT_RS03335,1-acyl-sn-glycerol-3-phosphate acyltransferase
BFirm,BPHYT_RS29845,BFirm:BPHYT_RS29845,BPHYT_RS29845,UDP-N-acetyl-D-mannosamine dehydrogenase
BFirm,BPHYT_RS12740,BFirm:BPHYT_RS12740,BPHYT_RS12740,lysine--tRNA ligase
BFirm,BPHYT_RS12105,BFirm:BPHYT_RS12105,BPHYT_RS12105,zinc metalloprotease
BFirm,BPHYT_RS09915,BFirm:BPHYT_RS09915,BPHYT_RS09915,AraC family transcriptional regulator
BFirm,BPHYT_RS03425,BFirm:BPHYT_RS03425,BPHYT_RS03425,preprotein translocase subunit SecF
BFirm,BPHYT_RS17190,BFirm:BPHYT_RS17190,BPHYT_RS17190,protein translocase subunit SecA
BFirm,BPHYT_RS08110,BFirm:BPHYT_RS08110,BPHYT_RS08110,2-oxoglutarate dehydrogenase E1
BFirm,BPHYT_RS04390,BFirm:BPHYT_RS04390,BPHYT_RS04390,glycosyl transferase
BFirm,BPHYT_RS12410,BFirm:BPHYT_RS12410,BPHYT_RS12410,aspartate kinase
BFirm,BPHYT_RS14650,BFirm:BPHYT_RS14650,BPHYT_RS14650,thymidylate synthase
BFirm,BPHYT_RS02585,BFirm:BPHYT_RS02585,BPHYT_RS02585,peptidase S41
BFirm,BPHYT_RS08875,BFirm:BPHYT_RS08875,BPHYT_RS08875,DNA helicase
BFirm,BPHYT_RS12675,BFirm:BPHYT_RS12675,BPHYT_RS12675,enolase
BFirm,BPHYT_RS17965,BFirm:BPHYT_RS17965,BPHYT_RS17965,delta-aminolevulinic acid dehydratase
BFirm,BPHYT_RS16640,BFirm:BPHYT_RS16640,BPHYT_RS16640,tyrosyl-tRNA synthetase
BFirm,BPHYT_RS20740,BFirm:BPHYT_RS20740,BPHYT_RS20740,D-ribose transporter ATP binding protein
BFirm,BPHYT_RS17950,BFirm:BPHYT_RS17950,BPHYT_RS17950,cytochrome C biogenesis protein ResB
BFirm,BPHYT_RS25880,BFirm:BPHYT_RS25880,BPHYT_RS25880,type III secretion protein
BFirm,BPHYT_RS01440,BFirm:BPHYT_RS01440,BPHYT_RS01440,DNA topoisomerase III
BFirm,BPHYT_RS25960,BFirm:BPHYT_RS25960,BPHYT_RS25960,ABC transporter
BFirm,BPHYT_RS12735,BFirm:BPHYT_RS12735,BPHYT_RS12735,peptide chain release factor 2
BFirm,BPHYT_RS12010,BFirm:BPHYT_RS12010,BPHYT_RS12010,GMP synthase [glutamine-hydrolyzing]
BFirm,BPHYT_RS18560,BFirm:BPHYT_RS18560,BPHYT_RS18560,glucosamine--fructose-6-phosphate aminotransferase
BFirm,BPHYT_RS07120,BFirm:BPHYT_RS07120,BPHYT_RS07120,biopolymer transporter TonB
BFirm,BPHYT_RS01670,BFirm:BPHYT_RS01670,BPHYT_RS01670,lauroyl acyltransferase
BFirm,BPHYT_RS31480,BFirm:BPHYT_RS31480,BPHYT_RS31480,sulfurase
BFirm,BPHYT_RS05070,BFirm:BPHYT_RS05070,BPHYT_RS05070,thioredoxin reductase
BFirm,BPHYT_RS13855,BFirm:BPHYT_RS13855,BPHYT_RS13855,valyl-tRNA synthetase
BFirm,BPHYT_RS28550,BFirm:BPHYT_RS28550,BPHYT_RS28550,ABC transporter
BFirm,BPHYT_RS10450,BFirm:BPHYT_RS10450,BPHYT_RS10450,prolyl-tRNA synthetase
BFirm,BPHYT_RS03305,BFirm:BPHYT_RS03305,BPHYT_RS03305,ribosomal RNA small subunit methyltransferase A
BFirm,BPHYT_RS02920,BFirm:BPHYT_RS02920,BPHYT_RS02920,hypothetical protein
BFirm,BPHYT_RS08540,BFirm:BPHYT_RS08540,BPHYT_RS08540,GntR family transcriptional regulator
BFirm,BPHYT_RS20045,BFirm:BPHYT_RS20045,BPHYT_RS20045,farnesyl-diphosphate farnesyltransferase
BFirm,BPHYT_RS12245,BFirm:BPHYT_RS12245,BPHYT_RS12245,major facilitator transporter
BFirm,BPHYT_RS14415,BFirm:BPHYT_RS14415,BPHYT_RS14415,3-oxoacyl-ACP synthase
BFirm,BPHYT_RS09985,BFirm:BPHYT_RS09985,BPHYT_RS09985,trans-2-enoyl-CoA reductase
BFirm,BPHYT_RS20765,BFirm:BPHYT_RS20765,BPHYT_RS20765,hypothetical protein
BFirm,BPHYT_RS08930,BFirm:BPHYT_RS08930,BPHYT_RS08930,aminotransferase DegT
BFirm,BPHYT_RS11740,BFirm:BPHYT_RS11740,BPHYT_RS11740,LysR family transcriptional regulator
BFirm,BPHYT_RS16785,BFirm:BPHYT_RS16785,BPHYT_RS16785,leucyl-tRNA synthetase
BFirm,BPHYT_RS17275,BFirm:BPHYT_RS17275,BPHYT_RS17275,16S rRNA methyltransferase
BFirm,BPHYT_RS03595,BFirm:BPHYT_RS03595,BPHYT_RS03595,chaperone protein DnaJ
BFirm,BPHYT_RS33935,BFirm:BPHYT_RS33935,BPHYT_RS33935,succinate dehydrogenase flavoprotein subunit
BFirm,BPHYT_RS35360,BFirm:BPHYT_RS35360,BPHYT_RS35360,LysR family transcriptional regulator
BFirm,BPHYT_RS12560,BFirm:BPHYT_RS12560,BPHYT_RS12560,GTPase Der
BFirm,BPHYT_RS14760,BFirm:BPHYT_RS14760,BPHYT_RS14760,ribosome maturation factor RimM
BFirm,BPHYT_RS03360,BFirm:BPHYT_RS03360,BPHYT_RS03360,tRNA-specific 2-thiouridylase MnmA
BFirm,BPHYT_RS17915,BFirm:BPHYT_RS17915,BPHYT_RS17915,penicillin-binding protein 1A
BFirm,BPHYT_RS20300,BFirm:BPHYT_RS20300,BPHYT_RS20300,isocitrate dehydrogenase
BFirm,BPHYT_RS21795,BFirm:BPHYT_RS21795,BPHYT_RS21795,membrane protein
BFirm,BPHYT_RS00005,BFirm:BPHYT_RS00005,BPHYT_RS00005,chromosomal replication initiator protein DnaA
BFirm,BPHYT_RS11570,BFirm:BPHYT_RS11570,BPHYT_RS11570,GntR family transcriptional regulator
BFirm,BPHYT_RS12365,BFirm:BPHYT_RS12365,BPHYT_RS12365,peptidase P60
BFirm,BPHYT_RS32500,BFirm:BPHYT_RS32500,BPHYT_RS32500,ABC transporter
BFirm,BPHYT_RS08925,BFirm:BPHYT_RS08925,BPHYT_RS08925,UDP-4-amino-4-deoxy-L-arabinose-oxoglutarate aminotransferase
BFirm,BPHYT_RS14315,BFirm:BPHYT_RS14315,BPHYT_RS14315,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
BFirm,BPHYT_RS23360,BFirm:BPHYT_RS23360,BPHYT_RS23360,glycosyl transferase
BFirm,BPHYT_RS06170,BFirm:BPHYT_RS06170,BPHYT_RS06170,DNA polymerase III subunit alpha
BFirm,BPHYT_RS17060,BFirm:BPHYT_RS17060,BPHYT_RS17060,ribonucleotide-diphosphate reductase subunit alpha
BFirm,BPHYT_RS16715,BFirm:BPHYT_RS16715,BPHYT_RS16715,adenylosuccinate lyase
BFirm,BPHYT_RS14225,BFirm:BPHYT_RS14225,BPHYT_RS14225,DNA polymerase III subunit epsilon
BFirm,BPHYT_RS04470,BFirm:BPHYT_RS04470,BPHYT_RS04470,phosphoglucomutase
BFirm,BPHYT_RS33545,BFirm:BPHYT_RS33545,BPHYT_RS33545,DNA primase
BFirm,BPHYT_RS12525,BFirm:BPHYT_RS12525,BPHYT_RS12525,adenylosuccinate synthetase
BFirm,BPHYT_RS04930,BFirm:BPHYT_RS04930,BPHYT_RS04930,segregation and condensation protein A
BFirm,BPHYT_RS11780,BFirm:BPHYT_RS11780,BPHYT_RS11780,enoyl-CoA hydratase
BFirm,BPHYT_RS16800,BFirm:BPHYT_RS16800,BPHYT_RS16800,4-hydroxy-tetrahydrodipicolinate reductase
BFirm,BPHYT_RS15680,BFirm:BPHYT_RS15680,BPHYT_RS15680,isoleucine--tRNA ligase
BFirm,BPHYT_RS16705,BFirm:BPHYT_RS16705,BPHYT_RS16705,glutamate dehydrogenase
BFirm,BPHYT_RS17790,BFirm:BPHYT_RS17790,BPHYT_RS17790,ABC transporter ATP-binding protein
BFirm,BPHYT_RS25790,BFirm:BPHYT_RS25790,BPHYT_RS25790,sugar ABC transporter ATP-binding protein
BFirm,BPHYT_RS01470,BFirm:BPHYT_RS01470,BPHYT_RS01470,protease HtpX homolog
BFirm,BPHYT_RS13880,BFirm:BPHYT_RS13880,BPHYT_RS13880,oxidoreductase
BFirm,BPHYT_RS10090,BFirm:BPHYT_RS10090,BPHYT_RS10090,hypothetical protein
BFirm,BPHYT_RS13670,BFirm:BPHYT_RS13670,BPHYT_RS13670,succinyl-CoA:3-ketoacid-CoA transferase
BFirm,BPHYT_RS25195,BFirm:BPHYT_RS25195,BPHYT_RS25195,N-methylproline demethylase
BFirm,BPHYT_RS33855,BFirm:BPHYT_RS33855,BPHYT_RS33855,folylpolyglutamate synthase
BFirm,BPHYT_RS15315,BFirm:BPHYT_RS15315,BPHYT_RS15315,guanylate kinase
BFirm,BPHYT_RS03180,BFirm:BPHYT_RS03180,BPHYT_RS03180,hypothetical protein
BFirm,BPHYT_RS08070,BFirm:BPHYT_RS08070,BPHYT_RS08070,translation initiation factor IF-2
BFirm,BPHYT_RS05930,BFirm:BPHYT_RS05930,BPHYT_RS05930,DNA topoisomerase IV subunit B
BFirm,BPHYT_RS29480,BFirm:BPHYT_RS29480,BPHYT_RS29480,phosphonate C-P lyase
BFirm,BPHYT_RS06655,BFirm:BPHYT_RS06655,BPHYT_RS06655,NADH dehydrogenase subunit G
BFirm,BPHYT_RS01490,BFirm:BPHYT_RS01490,BPHYT_RS01490,XRE family transcriptional regulator
BFirm,BPHYT_RS03290,BFirm:BPHYT_RS03290,BPHYT_RS03290,LPS-assembly protein LptD
BFirm,BPHYT_RS18595,BFirm:BPHYT_RS18595,BPHYT_RS18595,multifunctional CCA protein
BFirm,BPHYT_RS05935,BFirm:BPHYT_RS05935,BPHYT_RS05935,DNA topoisomerase IV subunit A
BFirm,BPHYT_RS17110,BFirm:BPHYT_RS17110,BPHYT_RS17110,glutamate 5-kinase
BFirm,BPHYT_RS32590,BFirm:BPHYT_RS32590,BPHYT_RS32590,RNA polymerase sigma factor RpoD
BFirm,BPHYT_RS17225,BFirm:BPHYT_RS17225,BPHYT_RS17225,D-alanine--D-alanine ligase
BFirm,BPHYT_RS23365,BFirm:BPHYT_RS23365,BPHYT_RS23365,glycosyl transferase
BFirm,BPHYT_RS14435,BFirm:BPHYT_RS14435,BPHYT_RS14435,3-oxoacyl-ACP synthase
BFirm,BPHYT_RS17515,BFirm:BPHYT_RS17515,BPHYT_RS17515,peptide chain release factor 1
BFirm,BPHYT_RS31800,BFirm:BPHYT_RS31800,BPHYT_RS31800,NmrA family transcriptional regulator
BFirm,BPHYT_RS12715,BFirm:BPHYT_RS12715,BPHYT_RS12715,cell division protein FtsX
BFirm,BPHYT_RS04925,BFirm:BPHYT_RS04925,BPHYT_RS04925,pantothenate synthetase
BFirm,BPHYT_RS34725,BFirm:BPHYT_RS34725,BPHYT_RS34725,RNA polymerase sigma factor
BFirm,BPHYT_RS01675,BFirm:BPHYT_RS01675,BPHYT_RS01675,S-adenosylmethionine synthase
BFirm,BPHYT_RS17210,BFirm:BPHYT_RS17210,BPHYT_RS17210,cell division protein FtsZ
BFirm,BPHYT_RS28975,BFirm:BPHYT_RS28975,BPHYT_RS28975,transcriptional regulator
BFirm,BPHYT_RS17230,BFirm:BPHYT_RS17230,BPHYT_RS17230,UDP-N-acetylmuramate--L-alanine ligase
BFirm,BPHYT_RS09625,BFirm:BPHYT_RS09625,BPHYT_RS09625,thymidylate kinase
BFirm,BPHYT_RS26110,BFirm:BPHYT_RS26110,BPHYT_RS26110,GntR family transcriptional regulator
BFirm,BPHYT_RS04360,BFirm:BPHYT_RS04360,BPHYT_RS04360,FAD-linked oxidase
BFirm,BPHYT_RS17235,BFirm:BPHYT_RS17235,BPHYT_RS17235,UDP-N-acetylglucosamine--N-acetylmuramyl- (pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
