gtdb_species_clade_id	gtdb_phylum	pha_class	n_phac_clusters	primary_env	primary_variability
s__Acinetobacter_sp002135245--RS_GCF_016599715.1	Pseudomonadota	other_pfam	4	wastewater_engineered	high
s__Acinetobacter_sp002135315--RS_GCF_002135315.1	Pseudomonadota	other_pfam	2	freshwater	moderate
s__Acinetobacter_sp002165255--RS_GCF_002165255.2	Pseudomonadota	other_pfam	3	wastewater_engineered	high
s__Acinetobacter_sp002296655--GB_GCA_002296655.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Acinetobacter_sp002365595--GB_GCA_002365595.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Acinetobacter_sp002367455--RS_GCF_022967985.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Acinetobacter_sp002455755--GB_GCA_002455755.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Acinetobacter_sp003105055--RS_GCF_023824315.1	Pseudomonadota	other_pfam	1	freshwater	moderate
s__Acinetobacter_sp003987695--RS_GCF_022549495.1	Pseudomonadota	other_pfam	3	wastewater_engineered	high
s__Acinetobacter_sp004331075--RS_GCF_004331075.1	Pseudomonadota	other_pfam	1	freshwater	moderate
s__Acinetobacter_sp004336635--RS_GCF_004336635.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Acinetobacter_sp008017255--GB_GCA_008017255.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Acinetobacter_sp009707625--RS_GCF_023158935.1	Pseudomonadota	other_pfam	1	animal_associated	low
s__Acinetobacter_sp011753255--RS_GCF_023702675.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Acinetobacter_sp012371325--RS_GCF_012371325.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Acinetobacter_sp016624945--RS_GCF_016624945.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Acinetobacter_sp019038395--RS_GCF_019038395.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Acinetobacter_stercoris--RS_GCF_900323515.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Acinetobacter_tandoii--RS_GCF_000400735.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Acinetobacter_terrae--RS_GCF_013004375.1	Pseudomonadota	other_pfam	1	sediment	moderate
s__Acinetobacter_terrestris--RS_GCF_004331155.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Acinetobacter_tjernbergiae--RS_GCF_000374425.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Acinetobacter_towneri--RS_GCF_000368785.1	Pseudomonadota	other_pfam	6	animal_associated	low
s__Acinetobacter_towneri_A--RS_GCF_001758345.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Acinetobacter_ursingii--RS_GCF_000368825.1	Pseudomonadota	other_pfam	3	human_clinical	low
s__Acinetobacter_variabilis--RS_GCF_000369625.1	Pseudomonadota	other_pfam	1	animal_associated	low
s__Acinetobacter_venetianus--RS_GCF_000368585.1	Pseudomonadota	other_pfam	4	other_unknown	unknown
s__Acinetobacter_vivianii--RS_GCF_014635885.1	Pseudomonadota	other_pfam	2	soil	low
s__Acinetobacter_wanghuae--RS_GCF_009557235.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Acinetobacter_wuhouensis--RS_GCF_001696605.3	Pseudomonadota	other_pfam	1	wastewater_engineered	high
s__Actibacterium_A_naphthalenivorans--RS_GCF_014196965.1	Pseudomonadota	other_pfam	2	marine	low
s__Actibacterium_B_pelagium--RS_GCF_002285415.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Actinokineospora_alba--RS_GCF_004362515.1	Actinomycetota	other_pfam	1	other_unknown	unknown
s__Actinokineospora_spheciospongiae--RS_GCF_000564855.1	Actinomycetota	other_pfam	2	other_unknown	unknown
s__Actinomadura_B_viridilutea--GB_GCA_003001795.1	Actinomycetota	other_pfam	2	other_unknown	unknown
s__Actinophytocola_algeriensis--RS_GCF_014203735.1	Actinomycetota	other_pfam	1	other_unknown	unknown
s__Actinosynnema_texasense--RS_GCF_003752005.1	Actinomycetota	other_pfam	1	soil	high
s__Acuticoccus_sediminis--RS_GCF_003258595.1	Pseudomonadota	other_pfam	4	other_unknown	unknown
s__Acuticoccus_yangtzensis--RS_GCF_001927245.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Adlercreutzia_hattorii--RS_GCF_011405655.1	Actinomycetota	other_pfam	1	human_associated	low
s__Advenella_alkanexedens--RS_GCF_019132845.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Advenella_faeciporci--RS_GCF_014652395.1	Pseudomonadota	other_pfam	4	other_unknown	unknown
s__Advenella_incenata--RS_GCF_004217095.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Advenella_kashmirensis--RS_GCF_000219915.2	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Advenella_sp003533245--RS_GCF_014897675.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Aerococcus_sanguinicola--RS_GCF_001543145.1	Bacillota	other_pfam	1	other_unknown	unknown
s__Aerococcus_sp001809535--RS_GCF_001809535.1	Bacillota	other_pfam	1	human_associated	low
s__Aerococcus_suis--RS_GCF_900176325.1	Bacillota	other_pfam	1	animal_associated	low
s__Aerococcus_urinaeequi--RS_GCF_001543205.1	Bacillota	other_pfam	2	other_unknown	unknown
s__Aerococcus_viridans--RS_GCF_001543285.1	Bacillota	other_pfam	1	other_unknown	unknown
s__Aerococcus_viridans_B--RS_GCF_002871935.1	Bacillota	other_pfam	1	human_associated	low
s__Aerococcus_viridans_C--RS_GCF_002083135.2	Bacillota	other_pfam	1	human_associated	low
s__Aeromicrobium_sp001423335--RS_GCF_942548115.1	Actinomycetota	other_pfam	1	other_unknown	unknown
s__Aeromonas_aquatica--RS_GCF_000764655.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Aeromonas_australiensis--RS_GCF_000819725.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Aeromonas_bestiarum--RS_GCF_000819745.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Aeromonas_bivalvium--RS_GCF_000819765.1	Pseudomonadota	other_pfam	1	freshwater	moderate
s__Aeromonas_caviae--RS_GCF_000819785.1	Pseudomonadota	other_pfam	4	other_unknown	unknown
s__Aeromonas_dhakensis--RS_GCF_000820305.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Aeromonas_encheleia--RS_GCF_900637545.1	Pseudomonadota	other_pfam	2	soil	high
s__Aeromonas_enteropelogenes--RS_GCF_000819845.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Aeromonas_hydrophila--RS_GCF_000014805.1	Pseudomonadota	other_pfam	4	other_unknown	unknown
s__Aeromonas_media--RS_GCF_000819985.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Aeromonas_piscicola--RS_GCF_000820005.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Aeromonas_popoffii--RS_GCF_000820025.1	Pseudomonadota	other_pfam	1	freshwater	moderate
s__Aeromonas_rivipollensis--RS_GCF_010974825.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Aeromonas_salmonicida--RS_GCF_001643305.1	Pseudomonadota	other_pfam	4	other_unknown	unknown
s__Aeromonas_sanarellii--RS_GCF_000820085.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Aeromonas_taiwanensis--RS_GCF_000820165.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Aeromonas_veronii--RS_GCF_000820225.1	Pseudomonadota	other_pfam	1	other_unknown	low
s__Aerophototrophica_crusticola--GB_GCA_001939945.1	Pseudomonadota	other_pfam	3	soil	high
s__Aestuariivirga_sp016185245--GB_GCA_016185245.1	Pseudomonadota	other_pfam	2	freshwater	moderate
s__Aestuariivirga_sp016792825--GB_GCA_016792825.1	Pseudomonadota	other_pfam	1	wastewater_engineered	high
s__Aestuariivirga_sp020029455--GB_GCA_020029455.1	Pseudomonadota	other_pfam	1	freshwater	moderate
s__Aestuariivirga_sp902826365--GB_GCA_902826365.1	Pseudomonadota	other_pfam	1	wastewater_engineered	high
s__Afifella_aestuarii--RS_GCF_004023665.1	Pseudomonadota	other_pfam	1	soil	high
s__Afifella_marina--RS_GCF_900102695.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Afipia_birgiae--RS_GCF_000308295.2	Pseudomonadota	other_pfam	4	human_clinical	low
s__Afipia_broomeae--RS_GCF_000314675.2	Pseudomonadota	other_pfam	4	marine	low
s__Afipia_carboxidovorans--RS_GCF_000218565.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Afipia_clevelandensis--RS_GCF_000336555.1	Pseudomonadota	other_pfam	2	soil	high
s__Afipia_felis--RS_GCF_000314735.2	Pseudomonadota	other_pfam	2	human_associated	low
s__Afipia_sp000178995--RS_GCF_000178995.1	Pseudomonadota	other_pfam	3	other_unknown	unknown
s__Afipia_sp000497575--RS_GCF_000497575.1	Pseudomonadota	other_pfam	6	human_clinical	low
s__Afipia_sp001897755--GB_GCA_001897755.1	Pseudomonadota	other_pfam	2	wastewater_engineered	high
s__Afipia_sp001897905--GB_GCA_017308575.1	Pseudomonadota	other_pfam	2	wastewater_engineered	high
s__Agathobacter_rectalis--GB_GCA_000020605.1	Bacillota_A	other_pfam	1	human_associated	low
s__Aggregatibacter_actinomycetemcomitans--RS_GCF_000372365.1	Pseudomonadota	other_pfam	1	human_associated	low
s__Agitococcus_sp002333125--GB_GCA_002333125.1	Pseudomonadota	other_pfam	3	wastewater_engineered	high
s__Agitococcus_sp006546595--GB_GCA_006546595.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Agitococcus_sp024234595--GB_GCA_024234595.1	Pseudomonadota	other_pfam	2	plant_associated	high
s__Agrobacterium_bohemicum--RS_GCF_002896715.1	Pseudomonadota	other_pfam	1	soil	high
s__Agrobacterium_cavarae--RS_GCF_004310285.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Agrobacterium_fabacearum--RS_GCF_009649785.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Agrobacterium_fabrum--RS_GCF_000092025.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Agrobacterium_larrymoorei--RS_GCF_005145045.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Agrobacterium_leguminum--RS_GCF_015704895.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Agrobacterium_oryzihabitans--RS_GCF_010669145.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Agrobacterium_pusense--RS_GCF_900102105.1	Pseudomonadota	other_pfam	3	other_unknown	unknown
s__Agrobacterium_rhizogenes_A--GB_GCA_002005205.3	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Agrobacterium_rosae--RS_GCF_002915175.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Agrobacterium_rubi--RS_GCF_000739935.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Agrobacterium_salinitolerans--RS_GCF_002008225.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Agrobacterium_skierniewicense--RS_GCF_014196515.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Agrobacterium_sp005938205--RS_GCF_013390595.1	Pseudomonadota	other_pfam	1	soil	high
s__Agrobacterium_sp900012615--GB_GCA_900012615.1	Pseudomonadota	other_pfam	4	other_unknown	unknown
s__Agrobacterium_sp900012625--RS_GCF_005221325.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Agrobacterium_sp900468285--GB_GCA_900468285.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Agrobacterium_sp900473205--GB_GCA_900473205.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Agrobacterium_sp913777615--GB_GCA_913777615.1	Pseudomonadota	other_pfam	1	plant_associated	high
s__Agrobacterium_tomkonis--RS_GCF_005221385.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Agrobacterium_tumefaciens--RS_GCF_001541315.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Agrobacterium_tumefaciens_B--RS_GCF_017726655.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Agrobacterium_tumefaciens_C--RS_GCF_000834635.1	Pseudomonadota	other_pfam	1	plant_associated	high
s__Agrobacterium_tumefaciens_H--RS_GCF_013337285.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Agrobacterium_vaccinii--RS_GCF_021310995.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Ahrensia_kielensis--RS_GCF_000374465.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Aidingimonas_halophila--RS_GCF_900106955.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Alangreenwoodia_gallinarii--GB_GCA_904398315.1	Bacillota_A	other_pfam	3	animal_associated	low
s__Alangreenwoodia_sp019420525--GB_GCA_019420525.1	Bacillota_A	other_pfam	2	human_associated	low
s__Albidovulum_sp020446815--GB_GCA_020446815.1	Pseudomonadota	other_pfam	2	plant_associated	high
s__Albidovulum_sp020637635--GB_GCA_020637635.1	Pseudomonadota	other_pfam	2	plant_associated	high
s__Albidovulum_sp020637675--GB_GCA_020637675.1	Pseudomonadota	other_pfam	2	plant_associated	high
s__Albidovulum_sp024236495--GB_GCA_024236495.1	Pseudomonadota	other_pfam	1	plant_associated	high
s__Albimonas_donghaensis--RS_GCF_900106695.1	Pseudomonadota	other_pfam	2	marine	low
s__Albitalea_sp005882155--GB_GCA_005882155.1	Pseudomonadota	other_pfam	4	other_unknown	unknown
s__Albitalea_sp021153565--GB_GCA_021153565.1	Pseudomonadota	other_pfam	3	soil	high
s__Alcaligenes_ammonioxydans--RS_GCF_019343455.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Alcaligenes_aquatilis--RS_GCF_003076515.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Alcaligenes_faecalis--RS_GCF_002443155.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Alcaligenes_faecalis_D--RS_GCF_009497775.1	Pseudomonadota	other_pfam	3	other_unknown	unknown
s__Alcaligenes_pakistanensis--RS_GCF_014652815.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Alcaligenes_phenolicus--RS_GCF_005311025.1	Pseudomonadota	other_pfam	4	other_unknown	unknown
s__Alcanivorax_borkumensis--RS_GCF_000009365.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Alcanivorax_dieselolei--RS_GCF_000300005.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Alcanivorax_gelatiniphagus--RS_GCF_005938655.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Alcanivorax_jadensis--RS_GCF_000756655.1	Pseudomonadota	other_pfam	1	marine	low
s__Alcanivorax_jadensis_A--GB_GCA_019431375.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Alcanivorax_marinus--RS_GCF_016906305.1	Pseudomonadota	other_pfam	1	marine	low
s__Alcanivorax_profundi--RS_GCF_003597125.1	Pseudomonadota	other_pfam	1	marine	low
s__Alcanivorax_profundimaris--RS_GCF_015265435.1	Pseudomonadota	other_pfam	3	marine	low
s__Alcanivorax_sp000155615--RS_GCF_000155615.1	Pseudomonadota	other_pfam	1	marine	low
s__Alcanivorax_sp002389055--GB_GCA_002389055.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Alcanivorax_sp002706085--GB_GCA_002706085.1	Pseudomonadota	other_pfam	1	marine	low
s__Alcanivorax_sp004360225--RS_GCF_004360225.1	Pseudomonadota	other_pfam	2	marine	low
s__Alcanivorax_sp009711585--GB_GCA_017794945.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Alcanivorax_sp900107995--RS_GCF_900107995.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Alcanivorax_venustensis--RS_GCF_015356855.1	Pseudomonadota	other_pfam	4	other_unknown	unknown
s__Alcanivorax_xenomutans--RS_GCF_900217905.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Alectryocaccobium_sp017433825--GB_GCA_017433825.1	Bacillota_A	other_pfam	1	animal_associated	low
s__Alexandriicola_marinus--RS_GCF_004000435.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Algicoccus_sp021208885--GB_GCA_021208885.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Algiphilus_sp022763315--GB_GCA_022763315.1	Pseudomonadota	other_pfam	3	marine	low
s__Alicycliphilus_denitrificans--RS_GCF_000204645.1	Pseudomonadota	other_pfam	6	plant_associated	high
s__Alicycliphilus_sp018054745--GB_GCA_018054745.1	Pseudomonadota	other_pfam	3	wastewater_engineered	high
s__Alicycliphilus_sp018240985--GB_GCA_018240985.1	Pseudomonadota	other_pfam	5	wastewater_engineered	high
s__Alicycliphilus_sp018241405--GB_GCA_018241405.1	Pseudomonadota	other_pfam	2	wastewater_engineered	high
s__Aliihoeflea_sp000497755--RS_GCF_000497755.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Aliiroseovarius_crassostreae--RS_GCF_001307765.1	Pseudomonadota	other_pfam	5	marine	low
s__Aliiroseovarius_zhejiangensis--RS_GCF_014656375.1	Pseudomonadota	other_pfam	3	other_unknown	unknown
s__Alkalihalophilus_marmarensis--RS_GCF_000474275.2	Bacillota	other_pfam	1	soil	high
s__Alkalihalophilus_pseudofirmus--RS_GCF_000005825.2	Bacillota	other_pfam	1	other_unknown	unknown
s__Alkalilimnicola_mobilis--RS_GCF_003664325.1	Pseudomonadota	other_pfam	4	freshwater	moderate
s__Alkalimarinus_sp023650515--RS_GCF_023650515.1	Pseudomonadota	other_pfam	3	marine	low
s__Allobranchiibius_huperziae--RS_GCF_013410455.1	Actinomycetota	other_pfam	1	other_unknown	unknown
s__Allorhizobium_cremeum--RS_GCF_022884085.1	Pseudomonadota	other_pfam	3	other_unknown	unknown
s__Allorhizobium_daejeonense--RS_GCF_014280875.1	Pseudomonadota	other_pfam	2	soil	high
s__Allorhizobium_ferrooxidans--RS_GCF_004137355.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Allorhizobium_lividum--RS_GCF_003337715.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Allorhizobium_naphthalenivorans_A--RS_GCF_900492205.1	Pseudomonadota	other_pfam	3	other_unknown	unknown
s__Allorhizobium_rhizophilum--RS_GCF_004912145.1	Pseudomonadota	other_pfam	1	marine	low
s__Allorhizobium_rosettiformans--RS_GCF_004912135.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Allorhizobium_selenitireducens--RS_GCF_000518785.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Allorhizobium_sp001429245--RS_GCF_001429245.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Allorhizobium_sp001713475--RS_GCF_001713475.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Allorhizobium_sp001724035--RS_GCF_016806065.1	Pseudomonadota	other_pfam	1	wastewater_engineered	high
s__Allorhizobium_sp002796995--GB_GCA_002796995.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Allorhizobium_sp017599385--RS_GCF_017599385.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Allorhizobium_sp019459145--GB_GCA_019459145.1	Pseudomonadota	other_pfam	4	freshwater	moderate
s__Allorhizobium_sp020621905--GB_GCA_020621905.1	Pseudomonadota	other_pfam	5	other_unknown	unknown
s__Allorhizobium_sp022953395--RS_GCF_022953395.1	Pseudomonadota	other_pfam	1	sediment	moderate
s__Allorhizobium_sp024055605--RS_GCF_024055605.1	Pseudomonadota	other_pfam	2	soil	high
s__Allorhizobium_sp900466005--GB_GCA_900466005.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Allorhizobium_sp900466945--GB_GCA_900466945.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Allorhizobium_sp900470155--GB_GCA_900470155.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Allorhizobium_sp900473805--GB_GCA_900473805.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Allorhizobium_taibaishanense--RS_GCF_001938985.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Allorhizobium_terrae--RS_GCF_004801395.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Allorhizobium_vitis--RS_GCF_001541345.2	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Allorhizobium_vitis_A--RS_GCF_021559775.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Allorhizobium_vitis_B--RS_GCF_001758275.2	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Allorhizobium_vitis_F--GB_GCA_014204625.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Allorhizobium_wuzhouense--RS_GCF_003205195.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Alloscillospira_sp017540565--GB_GCA_017540565.1	Bacillota_A	other_pfam	1	other_unknown	unknown
s__Allosediminivita_pacifica--RS_GCF_003054175.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Allosphingosinicella_sp019232625--GB_GCA_019232625.1	Pseudomonadota	other_pfam	3	soil	high
s__Alteraurantiacibacter_arachoides--RS_GCF_009827335.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Alteraurantiacibacter_atlanticus--RS_GCF_001077815.2	Pseudomonadota	other_pfam	1	marine	low
s__Alteraurantiacibacter_gangjinensis--RS_GCF_001886695.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Altererythrobacter_D_sp004282995--GB_GCA_004282995.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Alteribacter_populi--RS_GCF_002352765.1	Bacillota	other_pfam	1	soil	high
s__Alterinioella_nitratireducens--RS_GCF_013155465.1	Pseudomonadota	other_pfam	1	marine	low
s__Alteriqipengyuania_A_marina--RS_GCF_014641655.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Alteriqipengyuania_bathyomarina--RS_GCF_021021475.1	Pseudomonadota	other_pfam	1	marine	low
s__Alteriqipengyuania_lutimaris--RS_GCF_003363135.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Alteriqipengyuania_sp002377695--GB_GCA_002377695.1	Pseudomonadota	other_pfam	1	marine	low
s__Alteriqipengyuania_sp002729695--GB_GCA_002729695.1	Pseudomonadota	other_pfam	1	marine	low
s__Alteriqipengyuania_sp009993635--GB_GCA_009993635.1	Pseudomonadota	other_pfam	1	other_unknown	unknown
s__Alteriqipengyuania_sp018636735--RS_GCF_018636735.1	Pseudomonadota	other_pfam	1	marine	low
s__Alteromonas_aggregata--RS_GCF_900129565.1	Pseudomonadota	other_pfam	3	marine	low
s__Alteromonas_lipolytica--RS_GCF_001758465.1	Pseudomonadota	other_pfam	2	other_unknown	unknown
s__Alteromonas_pelagimontana--RS_GCF_002499975.2	Pseudomonadota	other_pfam	1	sediment	moderate
s__Alteromonas_sp002335925--GB_GCA_002339125.1	Pseudomonadota	other_pfam	4	other_unknown	unknown
s__Alteromonas_sp002691625--GB_GCA_002691625.1	Pseudomonadota	other_pfam	2	marine	low
s__Alteromonas_sp002729795--RS_GCF_003584565.2	Pseudomonadota	other_pfam	1	marine	low
s__Amaricoccus_sp003258405--GB_GCA_003258405.1	Pseudomonadota	other_pfam	3	plant_associated	high
s__Amaricoccus_sp020637615--GB_GCA_020637615.1	Pseudomonadota	other_pfam	3	plant_associated	high
