#Annotated with Bakta (v1.12.0): https://github.com/oschwengers/bakta
#Database (v6.0): https://doi.org/10.5281/zenodo.4247252
ID	Length	Gene	Product	EC	GO	COG	RefSeq	UniParc	UniRef
NZ_JAMDJO010000004.1_9	950		Molybdopterin-dependent oxidoreductase						UniRef50_A0A5B8IY25
NC_009092.1_1735	321		Methyltransferase type 11						UniRef50_A3QDP0
NZ_CP060289.1_996	127		DUF4124 domain-containing protein						UniRef50_A0AAD1F2V9
NZ_KQ089822.1_2636	220	yccT	UPF0319 protein YccT						UniRef50_P0A8X4
NZ_PICE01000099.1_1	413		DNA 3'-5' helicase						UniRef50_A0A2X4TPA7
NZ_AEJW01000088.1_1	98		hypothetical protein						
NZ_PKKS01000016.1_66	316		Glycine cleavage system transcriptional activator						UniRef50_A0A5E6S4H6
PNNT01000367.1_1	213		hypothetical protein						
NZ_VCCF02000001.1_1295	413		Putative Acyl-CoA dehydrogenase						UniRef50_A0A449IHX8
NZ_VKUL01000731.1_1	82		hypothetical protein						
NZ_WJZD01000005.1_105	407		OmpA-like domain-containing protein						UniRef50_A0A433XY31
NZ_NBAL01000017.1_59	256		Lipoprotein						UniRef50_A0A656JID5
NZ_CABVII010000011.1_14	67		hypothetical protein						
NZ_QQYV01000011.1_81	377		hypothetical protein						
NZ_CAKLBO010000007.1_52	400		Bacterial sugar transferase domain-containing protein						UniRef50_A0A0C1DGI3
NZ_CP042532.1_108	546	dotA	Type IV secretion protein DotA						UniRef50_A0A6S5K3P6
NZ_CABVIH010000026.1_102	449		UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase						UniRef50_A0A4V2SCC6
NZ_JALDXB010000001.1_772	676		histidine kinase						UniRef50_A0A172Z6L9
NZ_UNSV01000002.1_2	683		Conjugative coupling factor TraD, PFGI-1 class						UniRef50_A0A502ITS4
NZ_SOCQ01000021.1_117	160		HIT family protein						UniRef50_A0A5E7PXA0
NZ_CAKLOQ010000002.1_99	201		DMP family protein						UniRef50_B5RKA4
NZ_QLTK01000007.1_121	133		Winged helix-turn helix domain-containing protein						UniRef50_D5WHD0
JRXT01000027.1_70	351		AAA+ ATPase domain-containing protein						UniRef50_W2DXA1
NZ_QGGS01000002.1_387	120		DUF3077 domain-containing protein						UniRef50_A0A191Z334
NZ_RPHU01000078.1_18	331		DUF4198 domain-containing protein						UniRef50_A0A1W2B3A9
NZ_UUET01000098.1_23	201		hypothetical protein						
NZ_GG745512.1_31	431		Type I restriction modification DNA specificity domain-containing protein						UniRef50_V2UZM6
NZ_JAAQWH010000005.1_156	280		hypothetical protein						
NZ_CABVIK010000001.1_326	82		hypothetical protein						
NZ_CDMF01000001.1_1688	100		hypothetical protein						
NZ_LR027557.1_1950	241		TIGR02646 family protein						UniRef50_A0A5E7V0R2
NZ_CP045701.2_2146	170		DNA polymerase III subunit delta						UniRef50_A0A2K9CVA5
NZ_FWZV01000004.1_475	192		HTH tetR-type domain-containing protein						UniRef50_A0A5E7FCN0
DPLI01000305.1_23	163		Bacteriophage Mu Gp45 N-terminal domain-containing protein						UniRef50_A0A2D2M3V5
NZ_CABHJV010000026.1_6	180	ydaT	Bacterial toxin YdaT domain-containing protein						UniRef50_A0A836N779
NZ_AKJE01000078.1_102	296		Glycine cleavage system transcriptional activator						UniRef50_A0A1A8TF97
NZ_AZVU01000010.1_111	238		TIGR00659 family protein						UniRef50_A0A653DZL1
NZ_VEWN01000001.1_713	190		Tetratricopeptide repeat protein						UniRef50_A0A4D8QZ71
NZ_VKVJ01001106.1_1	71		hypothetical protein						
NZ_JAEIKZ010000024.1_59	350		Phage tail protein						UniRef50_A0A1V3SCR8
NZ_JAKWHD010000166.1_4	80		hypothetical protein						
NZ_LKBU01000009.1_16	560		DNA (cytosine-5-)-methyltransferase						UniRef50_A0A0R0LHI2
NZ_RBPI01000288.1_14	205		TPM domain-containing protein						UniRef50_Q88N12
NZ_CP027561.1_3481	400		Membrane fusion component of tripartite multidrug resistance system						UniRef50_A0A0P9RN07
BQGG01000226.1_1	163		hypothetical protein						
CP044050.1_2907	527		hypothetical protein						
NZ_PDIF01000051.1_197	237		carbamate kinase						UniRef50_A0AAW9ID72
NZ_CAKLBP010000007.1_88	171		Glutathione peroxidase						UniRef50_A0A1H4HH27
NZ_VKVB01000631.1_1	80		hypothetical protein						
NZ_WJRU01000008.1_1	74		hypothetical protein						
NZ_POWG01000002.1_307	1536		hypothetical protein						
NZ_LT222319.1_353	196		Nucleotidyltransferase family protein						UniRef50_D2THW0
NZ_LPQD01000056.1_241	142		hypothetical protein						
NZ_JACARK010000394.1_1	119		hypothetical protein						
NZ_LKEP01000001.1_77	175		DUF3158 domain-containing protein						UniRef50_A0A0H2X7B3
NZ_CABVIN010000001.1_1745	512		diguanylate cyclase						UniRef50_A0A379KPN2
NZ_MOSU01000403.1_1	96		hypothetical protein						
NZ_CP081178.1_1299	145	djlA	Co-chaperone DjlA N-terminal domain-containing protein						UniRef50_Q88MM3
NZ_VITE01000001.1_87	563		hypothetical protein						
NZ_JAEMVZ010000003.1_327	74	flbD	Flagellar FlbD family protein						UniRef50_A0A8H9ZM39
NZ_JAHYQD010000017.1_140	67		hypothetical protein						
NZ_JABEPA010000064.1_39	276		tRNA pseudouridine synthase A						UniRef50_Q8ZD27
JACCNK010000006.1_130	151		Protein gp14						UniRef50_Q01075
NZ_BMIL01000001.1_261	189		dTTP/UTP pyrophosphatase						UniRef50_A6E708
NZ_JAKMLE010000002.1_214	186		hypothetical protein						
GG774704.1_540	184		hypothetical protein						
NZ_QAJQ01000007.1_128	145		DUF4440 domain-containing protein						UniRef50_A0A0J0Y9V8
NZ_VFEQ01000022.1_50	326		Core-binding (CB) domain-containing protein						UniRef50_A0A5E6QX48
NZ_CP051673.1_2465	479		Dihydropyrimidinase						UniRef50_E2CCX6
NZ_QLKQ01000106.1_13	320		Serine aminopeptidase S33 domain-containing protein						UniRef50_W6VK09
NZ_MTSA01000009.1_126	449		Type 3 secretion system ATPase						UniRef50_Q8RK01
NZ_LIHT01000094.1_172	117		hypothetical protein						
NZ_CP027758.1_664	235		Chromosome partitioning protein						UniRef50_F6A9N6
NZ_LPOU01000016.1_121	372		DUF2961 domain-containing protein						UniRef50_A0A0F4LK15
NZ_JACAPJ010000027.1_11	253		SDR family oxidoreductase						UniRef50_A0A061CYG0
JAMXYH010000002.1_276	805		hypothetical protein						
JACQGA010000304.1_4	452		Purine permease						UniRef50_A0A0C5E0T9
NZ_FXRQ01000145.1_1	154		hypothetical protein						
NZ_JAEKCP010000036.1_1	191		hypothetical protein						
NZ_CP046621.1_3143	314	dmlR	HTH-type transcriptional regulator DmlR						UniRef50_A0A383RQ39
NZ_CP080625.1_672	118		DUF4398 domain-containing protein						UniRef50_N2IV01
NZ_PTHR02000059.1_287	92		PTS EIIB type-2 domain-containing protein						UniRef50_G1VQH6
NZ_MBDT01000021.1_38	383		Cytosine-specific methyltransferase						UniRef50_F0EYC0
NZ_JAHUWR010000004.1_467	337		Zinc-type alcohol dehydrogenase-like protein						UniRef50_A0AAP1C459
NZ_RBUL01000106.1_1	216		hypothetical protein						
NZ_LT629709.1_2074	494		Sodium/proline symporter						UniRef50_P45174
NZ_PDIH01000076.1_418	205		Psp operon transcriptional activator						UniRef50_A0A4P0Y057
JAKONX010000226.1_1	26		hypothetical protein						
NZ_CP038001.1_2960	77		XRE family transcriptional regulator						UniRef50_A0A077LKS4
NZ_UETT01000009.1_201	194		Cthe-2314-like HEPN domain-containing protein						UniRef50_A0A554P8Q0
NZ_JAGYGJ010000030.1_39	44		hypothetical protein						
NZ_KV880769.1_5060	1091		histidine kinase						UniRef50_A0AAJ2LTG0
NZ_JACDIU010000025.1_24	170		hypothetical protein						UniRef50_A0A140FWR6
NKIF01000005.1_142	29		hypothetical protein						
NZ_FNTC01000002.1_2	474	lysM	LysM domain-containing protein						UniRef50_Q9I5Q4
NZ_VLMO01000981.1_1	74		hypothetical protein						
NZ_CABVHX010000010.1_44	1089		Glycosyl transferase						UniRef50_A0A5E7CBN3
CABGOU010000052.1_8	398		hypothetical protein						
NZ_JAMYBL010000015.1_25	215	cbiM	Cobalamin biosynthesis protein CbiM						UniRef50_I0HXQ4
NZ_WKCM01000048.1_1	49		hypothetical protein						
NZ_LHVI01000023.1_142	90		hypothetical protein						
NZ_RBRA01000039.1_5	233		hypothetical protein						
NZ_RPMC01000115.1_1	294		hypothetical protein						
NZ_QTSW01000028.1_41	206		hypothetical protein						
NZ_JAAXMY010000021.1_29	949	traG	Conjugal transfer mating pair stabilization protein TraG						UniRef50_B1VCA9
NZ_CABWVB010000167.1_1	179		hypothetical protein						
JAAIWH010000044.1_28	246		Integrase catalytic domain-containing protein						UniRef50_A0A7M1HZ65
NZ_LACC01000039.1_50	215		hypothetical protein						
NZ_VSRJ01000027.1_34	159		hypothetical protein						
NC_011916.1_811	442		Mannan endo-1,4-beta-mannosidase						UniRef50_A0A7X5YLM4
NZ_VDFZ01000089.1_12	160		hypothetical protein						
NZ_JAJJYB010000025.1_3	114		multidrug efflux SMR transporter						UniRef50_UPI001749A04B
NZ_JAJMNG010000728.1_1	176		hypothetical protein						
NZ_CP022364.1_1466	501		hypothetical protein						
NZ_JADTWC010000011.1_126	424		Putative hydroxypyruvate reductase						UniRef50_A0A128F3Q4
NZ_CP029983.1_1780	107		PII-like signaling protein						UniRef50_A0AA94EQ09
NZ_CABVIR010000007.1_136	345	mreB	rod shape-determining protein MreB						UniRef50_P0A9X4
PSSJ01000019.1_11	362		HTH cro/C1-type domain-containing protein						UniRef50_A0A0H3FND7
NZ_VBUL01000015.1_323	444		Glutamate--methylamine ligase						UniRef50_A9ZPH9
NZ_JAIEUF010000001.1_3883	524		RecF/RecN/SMC family protein						UniRef50_A0A9X8BK82
WWRS01000210.1_1	99		hypothetical protein						
NZ_POFF01000158.1_1	86		hypothetical protein						
NZ_MPDL01000249.1_4	171		Major tail tube protein FII						UniRef50_A0A376KLZ9
NZ_RWIR01000079.1_41	440		Replication-associated recombination protein A						UniRef50_A0A962S428
NZ_CP022764.1_332	155		hypothetical protein						
NZ_RHJQ01000015.1_42	186		Spermidine N(1)-acetyltransferase						UniRef50_P0DKR8
NZ_CP061930.1_1328	123		hypothetical protein						
JAHLRK010000212.1_1	500		Tyr recombinase domain-containing protein						UniRef50_A0A1C6YW32
NZ_UODE01000014.1_7	58		hypothetical protein						
NZ_JAEHTC010000017.1_56	292	traC	DNA primase TraC						UniRef50_A0A5P9CDH5
NZ_WWRT01000053.1_1	380		DUF4857 domain-containing protein						UniRef50_D4IPP7
NZ_CDMD01000001.1_4679	198		hypothetical protein						
NZ_LMCV01000002.1_402	442		Alginate export domain-containing protein						UniRef50_A0A077LHP9
NZ_PXLE01000151.1_1	62		hypothetical protein						
NZ_CAKKLL010000005.1_310	210	gldM	Gliding motility-associated protein GldM N-terminal domain-containing protein						UniRef50_A0A1Q6A455
NZ_JACFTZ010000008.1_196	57		Cytochrome oxidase						UniRef50_A0A089WS52
NZ_RBPU01000018.1_40	264		HTH OST-type domain-containing protein						UniRef50_B2FIT2
NZ_JABWQV010000005.1_22	245		Phytol kinase						UniRef50_A0A7M2JFJ9
NZ_MOBC01000009.1_10	124		Prophage PssSM-01						UniRef50_A0A0K1QYN1
NZ_WUQM01000014.1_3	430		Type IV secretion protein Rhs						UniRef50_A0A094RUE1
NZ_MOBY01000005.1_304	356		RND efflux pump membrane fusion protein barrel-sandwich domain-containing protein						UniRef50_A0A0C5DQ88
NZ_QQXC01000007.1_40	399		hypothetical protein						
NZ_JACNQK010000002.1_78	40		Inner membrane protein						UniRef50_A0A4V2W6B3
CAJKHE010000112.1_9	155		hypothetical protein						
CP026193.1_354	179		Large ribosomal subunit protein uL5						UniRef50_A0A9E1ZZ63
NZ_VNVD01000085.1_9	42		hypothetical protein						
NZ_JAAHAX010000168.1_1	115		hypothetical protein						
NC_011916.1_561	666		Serine protease						UniRef50_B8IGC9
NZ_LKEL01000001.1_70	122		hypothetical protein						UniRef50_A0A9X9FWH5
NZ_LDVV01000148.1_7	66		hypothetical protein						
NZ_FKBW01000011.1_45	176		DUF2514 domain-containing protein						UniRef50_A0A0M4S5V1
NZ_CM001558.1_4923	274		Large ribosomal subunit protein uL2						UniRef50_Q8XV15
NZ_CABVHE010000022.1_66	419		D-mannose isomerase						UniRef50_A0A0P9JFY5
NZ_JAMGGC010000009.1_1	35		hypothetical protein						
CABDWT010000017.1_55	148		Toxin-antitoxin system antitoxin component						UniRef50_A0AAC8QNR1
JANFNZ010000181.1_1	185		DUF1492 domain-containing protein						UniRef50_A0A5V9NRM4
NZ_BRGP01000674.1_1	86		hypothetical protein						
NZ_CP088118.1_114	240	gntR	GntR family transcriptional regulator						UniRef50_A0A176ZF20
NZ_JXCQ01000010.1_113	272		Pyrroline-5-carboxylate reductase						UniRef50_A0A5E7GES0
NZ_VNSR01000130.1_1	189		hypothetical protein						
NZ_JAJKKF010000030.1_4	458		hypothetical protein						UniRef50_UPI00211420C1
NZ_JVTE01000052.1_21	172		N-acetyltransferase domain-containing protein						UniRef50_A8AGL0
NZ_WJZN01000106.1_2	71		hypothetical protein						
NZ_JAIZAZ010000012.1_49	95		HigA2-like helix-turn-helix domain-containing protein						UniRef50_A0A0D5M8F8
NZ_CP029597.1_3302	96		hypothetical protein						
NZ_AGFJ01000088.1_9	204		Transposon Tn552 DNA-invertase bin3						UniRef50_A0A5E6WSE4
NZ_JALPTD010000014.1_68	91		Secreted protein						UniRef50_V8R816
NZ_VKTV01000166.1_1	92		hypothetical protein						
NZ_CAAHGN010000023.1_52	301		Phage protein						UniRef50_A0A0H0J3J4
NZ_LGLD01000062.1_250	479	tolC	Channel protein TolC						UniRef50_A0A024HNJ6
NZ_BRHP01000276.1_1	85		hypothetical protein						
NZ_FPKA01000001.1_1082	209		hypothetical protein						
NZ_JABEPC010000064.1_29	413		hypothetical protein						
NZ_JAJQKS010000001.1_76	252		hypothetical protein						UniRef50_F2KJB7
NZ_JALJWB010000001.1_4136	100		Integration host factor subunit alpha						UniRef50_P95516
NZ_JAGGPV010000014.1_59	204		Ferritin-like domain-containing protein						UniRef50_A0A1M5RH92
NZ_PJCG01000001.1_19	352		Chain-length determining protein						UniRef50_A0A1X1A320
MTLK01000101.1_55	796		Maltodextrin phosphorylase						UniRef50_P00490
NZ_JACWPT010000218.1_2	333		hypothetical protein						
PGYX01000333.1_1	284		hypothetical protein						
NZ_VCCF02000001.1_2323	279		DUF2971 domain-containing protein						UniRef50_A0A0D0I783
NZ_JAAFOZ010000082.1_5	102		hypothetical protein						UniRef50_F3GBT7
NZ_LJRB01000031.1_18	248		Amino acid ABC transporter membrane protein						UniRef50_Q9I403
NZ_JMTA01000062.1_1	338		hypothetical protein						
NZ_BRHR01001358.1_1	60		hypothetical protein						
NZ_CP019889.1_857	241		hypothetical protein						
NZ_PEMX01000032.1_68	431		Xanthine/uracil/vitamin C permease						UniRef50_B8CKE7
NZ_CABVHU010000014.1_186	430		Peptidase M23 domain-containing protein						UniRef50_Q9HU51
VBSC01000065.1_2	231		hypothetical protein						
NZ_QFLS01000029.1_4	74		hypothetical protein						
NZ_QRBL01000022.1_18	118		hypothetical protein						
NZ_WJZG01000433.1_1	649		hypothetical protein						
NZ_JAGYGD010000018.1_112	303		putative 5-dehydro-4-deoxyglucarate dehydratase						UniRef50_Q89HW8
CP056181.1_3709	203		hypothetical protein						UniRef50_A0A5C5DDC4
NZ_FOVS01000003.1_205	902		Sugar-binding protein						UniRef50_A0A2S3VMB6
NCIM01000013.1_45	2066		hypothetical protein						
NZ_JAMSHK010000055.1_4	107		DUF5375 domain-containing protein						UniRef50_D4GKP7
NZ_RBUY01000067.1_1	249		Transposase						UniRef50_D3VFG4
NZ_JAGGPU010000005.1_80	450		Beta-xylosidase						UniRef50_A0A841LX76
NZ_SNVI01000004.1_59	396		3-(3-hydroxy-phenyl)propionate hydroxylase/6-hydroxy-3-succinoylpyridine 3-monooxygenase						UniRef50_A0A7W6SFS8
NZ_JAFHWL010000005.1_195	149		TIGR03757 family integrating conjugative element protein						UniRef50_A0AAP7FLI2
NZ_VWXW01001095.1_1	492		hypothetical protein						
NZ_FONH01000007.1_65	481		Multidrug resistance protein stp						UniRef50_A0A2K8PNC4
NZ_VKTX01000223.1_1	82		hypothetical protein						
NZ_UFBF01000009.1_81	90		hypothetical protein						
NZ_JAFGZB010000010.1_72	124		hypothetical protein						
NZ_UAQJ01000033.1_1	45		hypothetical protein						
NZ_CABVJF010000038.1_43	369		hypothetical protein						
NZ_JAHZNS010000034.1_4	590		AAA family ATPase						UniRef50_M4NGU7
NZ_LVUI01000129.1_46	366		Putative baseplate protein gp29						UniRef50_P51733
NZ_PODP01000037.1_44	516		Solute-binding protein family 5 domain-containing protein						UniRef50_T0GDC9
NZ_JAAWVE010000001.1_377	204		hypothetical protein						
NZ_JABWRD020000002.1_555	306		RNA-directed DNA polymerase						UniRef50_A0A7Y8ANC8
NMRO01000003.1_143	572		Serine phosphatase RsbU, regulator of sigma subunit						UniRef50_A0A3G7TLS3
NZ_WKAR01000315.1_9	58		hypothetical protein						
NZ_LJQZ01000105.1_3	462	vgrG	Type VI secretion system tip protein VgrG						UniRef50_A0A519EVC7
NZ_JADVJN010000012.1_156	202		Phage terminase small subunit						UniRef50_Q0WJ28
NZ_BRHK01000167.1_1	86		hypothetical protein						
NZ_LJFL01000186.1_2	50		hypothetical protein						
NZ_JAEIJJ010000013.1_156	393		hypothetical protein						
NZ_JABCNF010000001.1_1340	233		3-oxoacid CoA-transferase subunit A						UniRef50_A0A1X6YD55
NZ_VKXW01000207.1_1	87		hypothetical protein						
NZ_JACYVP010000001.1_175	124		Lumazine-binding						UniRef50_A3D4V1
NZ_JVVV01000048.1_53	256		Lysine--tRNA ligase						UniRef50_A0A2E0WM69
NZ_RPKF01000088.1_2	239		Putative glutamine amidotransferase						UniRef50_A0A1I1CK23
NZ_AP021902.1_3817	263		hypothetical protein						
JAIOYQ010000087.1_1	410		hypothetical protein						
NZ_PDIC01000021.1_105	115		hypothetical protein						
NZ_JFYX01000018.1_40	69		hypothetical protein						
NZ_CP048108.1_2334	251		hypothetical protein						
NZ_LJSA01000196.1_154	487		NADH-quinone oxidoreductase subunit N						UniRef50_Q9I0I9
NZ_JABVYK010000040.1_1	39		hypothetical protein						
NZ_AOJS01000342.1_1	125		AdoMet activation domain-containing protein						UniRef50_A0AAJ4E386
NZ_BEET01000002.1_3	83		hypothetical protein						
NZ_BLXQ01000028.1_24	154		Multidrug transporter						UniRef50_Q88ND7
NZ_AP021902.1_782	954		phosphoenolpyruvate--protein phosphotransferase						UniRef50_UPI001FF0D3F6
NZ_MAYQ01000005.1_18	477		Putative beta-barrel assembly-enhancing protease						UniRef50_A0A379JVX6
JAEWFS010000076.1_34	122		hypothetical protein						
LORG01000042.1_1	229		hypothetical protein						
NZ_JAFHXJ010000018.1_65	170		hypothetical protein						
NJFP02000002.1_4372	42		hypothetical protein						
NZ_CP099599.1_1955	138		hypothetical protein						
NZ_JH600960.1_13	128		L-ectoine synthase						UniRef50_Q89TD1
NZ_FMUC01000021.1_61	185		hypothetical protein						UniRef50_A0A2M9WC73
NZ_PYAQ01000028.1_8	332		Quinone oxidoreductase Qor						UniRef50_F8GU13
NZ_AOKK01000006.1_30	187		hypothetical protein						
JANQAQ010000005.1_146	281		5-carboxymethyl-2-hydroxymuconate Delta-isomerase						UniRef50_B1Z639
NZ_CP019584.1_1799	753		hypothetical protein						
NZ_PDKZ01000002.1_4988	57	xapX	XapX domain protein						UniRef50_Q39HD2
NZ_CABVIE010000005.1_111	233		HCOMODA/2-hydroxy-3-carboxy-muconic semialdehyde decarboxylase						UniRef50_A0A7W9B9F8
NZ_UNTI01000021.1_63	235		ABC transporter domain-containing protein						UniRef50_A0A0H3CFF2
NZ_QFZX01000004.1_31	260		Solute-binding protein family 3/N-terminal domain-containing protein						UniRef50_A0A3M4A2K4
NZ_CP055010.1_1270	896		Superfamily II helicase and inactivated derivatives						UniRef50_A0A4U9D0M6
NZ_RPMM01000757.1_1	38		hypothetical protein						
NZ_JABWQV010000005.1_5	315		ABC transmembrane type-1 domain-containing protein						UniRef50_N2J184
NZ_CAIGJY010000010.1_104	107	iscA	Iron-binding protein IscA						UniRef50_S3DZJ0
NZ_VITF01000024.1_33	483		DUF2142 domain-containing protein						UniRef50_A0A839W8S4
NZ_CP060289.1_4072	701		guanosine-3',5'-bis(diphosphate) 3'-diphosphatase						UniRef50_A0A545TZB8
NZ_VLML01001055.1_1	74		hypothetical protein						
NZ_JAMXKN010000140.1_1	70		hypothetical protein						
NZ_FOSO01000001.1_45	484		Peptidase U62 modulator of DNA gyrase						UniRef50_G2J8V2
NC_019936.1_1278	105		DUF2288 domain-containing protein						UniRef50_A0A1G5N6F2
NZ_FKEC01000004.1_10	161		hypothetical protein						
NZ_JAHBDS010000033.1_358	298		3-hydroxyisobutyrate dehydrogenase						UniRef50_A0A5E7U557
NZ_FYDQ01000014.1_118	120		Arsenate reductase						UniRef50_Q9KQ54
NZ_JAFLXG010000035.1_95	319		Peptidase C14 caspase domain-containing protein						UniRef50_S2FFH3
NZ_LRJI01000007.1_25	90		hypothetical protein						UniRef50_D3VLY0
NZ_FOQB01000012.1_139	347		hypothetical protein						
NZ_JACYNJ010000004.1_74	121		hypothetical protein						
NZ_WKCS01000029.1_2	406		Glycosyltransferase subfamily 4-like N-terminal domain-containing protein						UniRef50_A0A239CU30
NZ_LYSO01000124.1_4	376		histidine kinase						UniRef50_A0A925YR94
NZ_JAEHTE010000001.1_42	106		hypothetical protein						
NZ_CP045701.2_3318	239		Fe2OG dioxygenase domain-containing protein						UniRef50_A0A0H3LBZ3
NZ_JSAK01000002.1_307	98		hypothetical protein						
NZ_CP093321.1_498	600		3-methylmercaptopropionyl-CoA dehydrogenase						UniRef50_A0A5E6P7M7
JAFHEQ010000618.1_2	217		hypothetical protein						
NZ_CABVGZ010000005.1_133	158		UPF0225 protein PA1039						UniRef50_Q9I4T5
NZ_JACYCX010000173.1_1	92		hypothetical protein						
