orgId	locusId	min_rank	max_rank	mean_rank	rank_range	n_configs_top50	n_configs_top100	in_top50_all	in_top100_all	original	equal	fitness_dominant	conservation_dominant	drop_biogeographic	drop_tractability
Korea	Ga0059261_1942	291	410	322.5	119	0	0	False	False	305	410	301	317	311	291
Smeli	SMc02095	198	685	348.1666666666667	487	0	0	False	False	307	237	372	198	290	685
pseudo6_N2E2	Pf6N2E2_5893	103	855	385.1666666666667	752	0	0	False	False	308	595	103	855	328	122
pseudo13_GW456_L13	PfGW456L13_3532	248	500	339.5	252	0	0	False	False	309	310	500	248	304	366
Putida	PP_3925	127	529	347.1666666666667	402	0	0	False	False	310	529	405	387	325	127
MR1	200018	62	931	349.5	869	0	2	False	False	311	87	426	62	280	931
Putida	PP_1151	113	1402	478.8333333333333	1289	0	0	False	False	312	590	113	1402	333	123
PV4	5208837	113	1402	478.8333333333333	1289	0	0	False	False	312	590	113	1402	333	123
MR1	202294	307	446	352.0	139	0	0	False	False	314	330	348	446	307	367
pseudo5_N2C3_1	AO356_14920	307	446	352.0	139	0	0	False	False	314	330	348	446	307	367
MR1	201199	153	697	364.1666666666667	544	0	0	False	False	316	189	537	153	293	697
psRCH2	GFF473	129	544	355.1666666666667	415	0	0	False	False	317	544	371	439	331	129
Smeli	SMc00302	253	698	370.5	445	0	0	False	False	318	253	291	358	305	698
pseudo5_N2C3_1	AO356_04055	253	698	370.5	445	0	0	False	False	318	253	291	358	305	698
pseudo1_N1B4	Pf1N1B4_2522	65	952	361.5	887	0	2	False	False	320	91	449	65	292	952
psRCH2	GFF1126	133	594	359.3333333333333	461	0	0	False	False	321	594	342	418	348	133
Smeli	SMc02240	99	954	377.5	855	0	1	False	False	322	99	368	226	296	954
DvH	209299	134	541	361.0	407	0	0	False	False	323	541	431	393	344	134
DvH	207368	130	581	326.8333333333333	451	0	0	False	False	324	581	166	409	351	130
pseudo6_N2E2	Pf6N2E2_3242	309	437	345.3333333333333	128	0	0	False	False	325	437	334	338	329	309
MR1	202078	143	1217	497.3333333333333	1074	0	0	False	False	326	270	143	1217	316	712
Marino	GFF3882	205	722	369.5	517	0	0	False	False	327	247	403	205	313	722
Smeli	SMc00177	66	974	368.8333333333333	908	0	2	False	False	328	92	456	66	297	974
psRCH2	GFF4027	136	602	366.6666666666667	466	0	0	False	False	329	602	352	422	359	136
psRCH2	GFF1812	138	605	369.3333333333333	467	0	0	False	False	330	605	356	424	363	138
pseudo1_N1B4	Pf1N1B4_2410	159	737	384.8333333333333	578	0	0	False	False	331	195	570	159	317	737
Pedo557	CA265_RS02560	135	1281	475.8333333333333	1146	0	0	False	False	332	596	149	1281	362	135
Smeli	SM_b20892	131	981	372.6666666666667	850	0	0	False	False	333	179	131	297	315	981
Putida	PP_3494	137	826	423.8333333333333	689	0	0	False	False	334	569	317	826	360	137
pseudo13_GW456_L13	PfGW456L13_5005	207	735	378.0	528	0	0	False	False	335	249	421	207	321	735
Smeli	SMc03774	209	736	379.5	527	0	0	False	False	336	251	423	209	322	736
MR1	201702	257	533	386.6666666666667	276	0	0	False	False	337	326	533	257	335	532
pseudo1_N1B4	Pf1N1B4_1554	210	745	382.6666666666667	535	0	0	False	False	338	252	427	210	324	745
Keio	16233	68	1020	386.3333333333333	952	0	2	False	False	339	94	483	68	314	1020
Koxy	BWI76_RS09860	259	547	392.0	288	0	0	False	False	340	327	539	259	340	547
MR1	202080	163	1235	515.1666666666666	1072	0	0	False	False	341	284	163	1235	330	738
pseudo6_N2E2	Pf6N2E2_2391	139	553	378.3333333333333	414	0	0	False	False	342	553	468	399	369	139
pseudo13_GW456_L13	PfGW456L13_201	343	595	423.3333333333333	252	0	0	False	False	343	362	362	595	345	533
MR1	201329	343	595	423.3333333333333	252	0	0	False	False	343	362	362	595	345	533
Btheta	353857	322	452	362.5	130	0	0	False	False	345	452	354	347	355	322
Koxy	BWI76_RS24405	267	876	476.8333333333333	609	0	0	False	False	346	267	294	876	327	751
Smeli	SMc01272	71	1031	393.8333333333333	960	0	2	False	False	347	100	496	71	318	1031
MR1	202099	164	1244	521.6666666666666	1080	0	0	False	False	348	286	164	1244	336	752
Smeli	SMc03162	72	1033	395.3333333333333	961	0	1	False	False	349	101	498	72	319	1033
Marino	GFF684	85	1048	490.8333333333333	963	0	1	False	False	350	360	85	1048	349	753
Smeli	SMc00576	211	766	392.3333333333333	555	0	0	False	False	351	255	439	211	332	766
MR1	201200	199	770	426.6666666666667	571	0	0	False	False	352	239	674	199	326	770
Smeli	SMc04383	264	758	405.0	494	0	0	False	False	353	264	339	378	338	758
Putida	PP_2921	232	723	414.5	491	0	0	False	False	354	484	232	723	368	326
MR1	200495	269	759	405.6666666666667	490	0	0	False	False	354	269	307	406	339	759
MR1	203759	261	556	400.8333333333333	295	0	0	False	False	356	334	548	261	350	556
MR1	203401	259	767	398.1666666666667	508	0	0	False	False	357	259	395	269	342	767
Keio	18247	103	1045	410.1666666666667	942	0	0	False	False	358	103	492	140	323	1045
pseudo1_N1B4	Pf1N1B4_1625	354	558	416.8333333333333	204	0	0	False	False	359	359	450	421	354	558
pseudo3_N2E3	AO353_02190	141	560	387.3333333333333	419	0	0	False	False	360	560	490	401	372	141
MR1	203728	200	785	435.8333333333333	585	0	0	False	False	361	241	691	200	337	785
MR1	201859	264	561	405.6666666666667	297	0	0	False	False	362	336	558	264	353	561
MR1	201839	261	780	436.1666666666667	519	0	0	False	False	363	261	394	476	343	780
acidovorax_3H11	Ac3H11_2594	142	562	391.3333333333333	420	0	0	False	False	364	562	499	402	379	142
MR1	203386	268	565	409.0	297	0	0	False	False	365	339	560	268	357	565
Smeli	SMc02683	214	791	406.1666666666667	577	0	0	False	False	366	257	462	214	347	791
MR1	199939	106	1100	503.8333333333333	994	0	0	False	False	367	320	106	1100	358	772
Btheta	354057	68	1370	541.8333333333334	1302	0	1	False	False	368	472	68	1370	830	143
Marino	GFF1839	270	572	413.8333333333333	302	0	0	False	False	369	342	566	270	364	572
Koxy	BWI76_RS09530	270	572	413.8333333333333	302	0	0	False	False	369	342	566	270	364	572
pseudo13_GW456_L13	PfGW456L13_2308	171	790	406.0	619	0	0	False	False	369	292	171	458	356	790
Koxy	BWI76_RS06680	270	572	413.8333333333333	302	0	0	False	False	369	342	566	270	364	572
pseudo5_N2C3_1	AO356_25310	369	572	422.3333333333333	203	0	0	False	False	369	410	396	416	371	572
Smeli	SMc01164	215	798	412.5	583	0	0	False	False	374	260	476	215	352	798
pseudo13_GW456_L13	PfGW456L13_859	76	1083	417.1666666666667	1007	0	1	False	False	375	107	521	76	341	1083
psRCH2	GFF2090	253	624	414.0	371	0	0	False	False	376	624	407	435	389	253
psRCH2	GFF985	299	580	413.6666666666667	281	0	0	False	False	377	498	299	580	382	346
Smeli	SMc02812	216	809	418.8333333333333	593	0	0	False	False	378	262	487	216	361	809
Dino	3608758	258	570	419.5	312	0	0	False	False	379	570	517	405	388	258
MR1	202083	287	912	516.3333333333334	625	0	0	False	False	380	287	341	912	370	808
Keio	17262	378	615	458.8333333333333	237	0	0	False	False	381	378	411	615	378	590
PV4	5211098	255	1115	511.6666666666667	860	0	0	False	False	382	610	315	1115	393	255
Smeli	SMc00769	292	819	441.3333333333333	527	0	0	False	False	383	292	323	458	373	819
Keio	17236	292	819	441.3333333333333	527	0	0	False	False	383	292	323	458	373	819
MR1	202194	292	819	441.3333333333333	527	0	0	False	False	383	292	323	458	373	819
MR1	202681	292	819	441.3333333333333	527	0	0	False	False	383	292	323	458	373	819
Koxy	BWI76_RS20230	297	833	447.3333333333333	536	0	0	False	False	387	297	327	463	377	833
Smeli	SMc00240	136	1128	455.5	992	0	0	False	False	388	169	545	136	367	1128
pseudo3_N2E3	AO353_01690	265	587	432.3333333333333	322	0	0	False	False	389	587	536	411	406	265
Marino	GFF467	223	861	439.8333333333333	638	0	0	False	False	390	272	513	223	380	861
DvH	209364	266	588	434.0	322	0	0	False	False	391	588	538	412	409	266
Smeli	SMc03773	224	863	441.1666666666667	639	0	0	False	False	392	273	514	224	381	863
BFirm	BPHYT_RS22385	268	589	435.8333333333333	321	0	0	False	False	393	589	540	414	411	268
psRCH2	GFF1090	270	641	436.5	371	0	0	False	False	394	641	453	445	416	270
pseudo5_N2C3_1	AO356_12730	228	872	446.1666666666667	644	0	0	False	False	395	274	524	228	384	872
MR1	201495	390	716	496.6666666666667	326	0	0	False	False	396	390	457	716	394	627
pseudo5_N2C3_1	AO356_01045	229	875	447.8333333333333	646	0	0	False	False	397	275	526	229	385	875
pseudo13_GW456_L13	PfGW456L13_4487	393	719	499.3333333333333	326	0	0	False	False	398	393	461	719	396	629
pseudo3_N2E3	AO353_12245	375	502	419.3333333333333	127	0	0	False	False	399	502	451	375	410	379
Dino	3609738	274	632	416.3333333333333	358	0	0	False	False	400	632	328	441	423	274
Dino	3609740	274	632	416.3333333333333	358	0	0	False	False	400	632	328	441	423	274
Marino	GFF4150	317	631	425.5	314	0	0	False	False	402	410	396	317	397	631
Koxy	BWI76_RS24080	317	631	425.5	314	0	0	False	False	402	410	396	317	397	631
Koxy	BWI76_RS17675	317	631	425.5	314	0	0	False	False	402	410	396	317	397	631
Marino	GFF2481	317	631	425.5	314	0	0	False	False	402	410	396	317	397	631
DvH	208524	278	894	504.8333333333333	616	0	0	False	False	406	620	409	894	422	278
Smeli	SM_b20414	247	880	454.1666666666667	633	0	0	False	False	407	285	520	247	386	880
MR1	202195	305	949	551.3333333333334	644	0	0	False	False	408	305	378	949	390	878
Marino	GFF1325	185	1165	491.0	980	0	0	False	False	409	185	436	368	383	1165
Koxy	BWI76_RS17195	333	647	438.3333333333333	314	0	0	False	False	410	429	406	333	405	647
Ponti	CA264_05755	280	597	449.0	317	0	0	False	False	411	597	562	419	425	280
pseudo1_N1B4	Pf1N1B4_3816	307	716	478.3333333333333	409	0	0	False	False	412	371	716	307	402	662
Marino	GFF4186	297	1288	599.3333333333334	991	0	0	False	False	413	322	297	1288	395	881
pseudo13_GW456_L13	PfGW456L13_73	401	917	536.5	516	0	0	False	False	414	430	401	917	407	650
MR1	203754	401	917	536.5	516	0	0	False	False	414	430	401	917	407	650
pseudo3_N2E3	AO353_01305	286	902	514.1666666666666	616	0	0	False	False	416	623	429	902	429	286
MR1	202124	321	888	465.8333333333333	567	0	0	False	False	417	321	330	438	401	888
MR1	201818	311	896	551.5	585	0	0	False	False	418	311	430	851	403	896
pseudo1_N1B4	Pf1N1B4_3817	408	675	502.3333333333333	267	0	0	False	False	419	408	523	574	415	675
Smeli	SM_b21101	188	1192	501.5	1004	0	0	False	False	420	188	503	315	391	1192
MR1	202689	238	911	468.8333333333333	673	0	0	False	False	421	290	549	238	404	911
Koxy	BWI76_RS15700	340	918	504.6666666666667	578	0	0	False	False	422	340	484	451	413	918
Koxy	BWI76_RS25905	144	1202	502.8333333333333	1058	0	0	False	False	423	177	679	144	392	1202
pseudo13_GW456_L13	PfGW456L13_4433	239	921	474.3333333333333	682	0	0	False	False	424	291	559	239	412	921
MR1	200365	292	854	510.1666666666667	562	0	0	False	False	425	380	854	292	420	690
Dino	3608542	296	618	483.3333333333333	322	0	0	False	False	426	618	547	571	442	296
MR1	203119	140	1173	573.3333333333334	1033	0	0	False	False	427	366	140	1173	421	913
Koxy	BWI76_RS13590	428	724	533.0	296	0	0	False	False	428	481	440	724	432	693
SynE	Synpcc7942_1584	298	676	480.6666666666667	378	0	0	False	False	429	612	676	426	443	298
psRCH2	GFF4140	297	1018	542.8333333333334	721	0	0	False	False	430	700	361	1018	451	297
pseudo5_N2C3_1	AO356_08645	241	938	481.1666666666667	697	0	0	False	False	431	298	565	241	414	938
MR1	202038	325	928	496.1666666666667	603	0	0	False	False	432	325	391	482	419	928
MR1	201337	249	935	475.1666666666667	686	0	0	False	False	433	312	504	249	418	935
pseudo1_N1B4	Pf1N1B4_4494	299	939	487.6666666666667	640	0	0	False	False	434	307	530	299	417	939
pseudo3_N2E3	AO353_22655	302	692	486.5	390	0	0	False	False	435	614	692	428	448	302
Ponti	CA264_16965	303	693	487.5	390	0	0	False	False	436	615	693	429	449	303
pseudo6_N2E2	Pf6N2E2_4138	300	734	513.3333333333334	434	0	0	False	False	437	628	531	734	450	300
MR1	202929	425	1080	591.6666666666666	655	0	0	False	False	438	459	425	1080	439	709
Smeli	SMc02714	270	947	463.3333333333333	677	0	0	False	False	438	342	353	270	430	947
Koxy	BWI76_RS19465	301	892	529.5	591	0	0	False	False	440	388	892	301	435	721
pseudo5_N2C3_1	AO356_07105	245	961	506.8333333333333	716	0	0	False	False	441	306	661	245	427	961
MR1	202917	333	953	523.1666666666666	620	0	0	False	False	442	333	410	570	431	953
psRCH2	GFF1917	410	582	481.0	172	0	0	False	False	443	582	419	410	452	580
MR1	200718	246	972	510.5	726	0	0	False	False	444	309	664	246	428	972
pseudo5_N2C3_1	AO356_07840	260	983	547.0	723	0	0	False	False	445	332	829	260	433	983
pseudo13_GW456_L13	PfGW456L13_3315	446	738	557.1666666666666	292	0	0	False	False	446	506	479	738	447	727
MR1	202475	305	902	537.1666666666666	597	0	0	False	False	447	399	902	305	440	730
Smeli	SMc02246	355	965	562.3333333333334	610	0	0	False	False	448	355	357	813	436	965
Smeli	SMc02234	355	965	562.3333333333334	610	0	0	False	False	448	355	357	813	436	965
MR1	200464	250	1003	521.6666666666666	753	0	0	False	False	450	313	680	250	434	1003
MR1	202212	312	927	546.6666666666666	615	0	0	False	False	451	406	927	312	445	739
Cup4G11	RR42_RS26385	318	800	516.5	482	0	0	False	False	452	629	800	437	463	318
Smeli	SMc02478	252	1017	528.1666666666666	765	0	0	False	False	453	315	694	252	438	1017
MR1	202863	156	1309	561.1666666666666	1153	0	0	False	False	454	192	830	156	426	1309
pseudo5_N2C3_1	AO356_15380	360	1016	538.0	656	0	0	False	False	455	361	360	590	446	1016
pseudo3_N2E3	AO353_16895	324	811	522.6666666666666	487	0	0	False	False	456	630	811	440	475	324
Btheta	352844	168	1414	616.3333333333334	1246	0	0	False	False	457	598	168	1414	466	595
pseudo1_N1B4	Pf1N1B4_4274	253	1029	534.0	776	0	0	False	False	458	317	703	253	444	1029
Phaeo	GFF2908	246	1914	704.0	1668	0	0	False	False	459	803	246	1914	481	321
MR1	203900	389	1037	550.6666666666666	648	0	0	False	False	460	394	389	568	456	1037
psRCH2	GFF1983	420	616	506.0	196	0	0	False	False	461	599	463	420	477	616
MR1	202114	162	1296	632.3333333333334	1134	0	0	False	False	462	392	162	1296	457	1025
Smeli	SMc01112	158	1346	578.3333333333334	1188	0	0	False	False	463	194	868	158	441	1346
Smeli	SMc02056	255	1051	557.5	796	0	0	False	False	464	323	799	255	453	1051
Keio	17967	357	1046	642.6666666666666	689	0	0	False	False	465	357	502	1031	455	1046
Marino	GFF690	110	1422	662.3333333333334	1312	0	0	False	False	466	477	110	1422	464	1035
MR1	203561	256	1054	559.3333333333334	798	0	0	False	False	467	324	801	256	454	1054
Pedo557	CA265_RS09240	283	1925	716.3333333333334	1642	0	0	False	False	468	810	283	1925	483	329
MR1	203749	443	1227	645.0	784	0	0	False	False	469	491	443	1227	467	773
Koxy	BWI76_RS26440	443	1227	645.0	784	0	0	False	False	469	491	443	1227	467	773
Koxy	BWI76_RS11805	443	1227	645.0	784	0	0	False	False	469	491	443	1227	467	773
MR1	201958	443	1227	645.0	784	0	0	False	False	469	491	443	1227	467	773
MR1	202366	443	1227	645.0	784	0	0	False	False	469	491	443	1227	467	773
MR1	202288	443	1227	645.0	784	0	0	False	False	469	491	443	1227	467	773
pseudo6_N2E2	Pf6N2E2_3871	336	1304	622.6666666666666	968	0	0	False	False	475	695	438	1304	488	336
Marino	GFF3243	374	844	579.1666666666666	470	0	0	False	False	476	501	844	374	478	802
Putida	PP_0995	338	1119	602.1666666666666	781	0	0	False	False	477	682	510	1119	487	338
SynE	Synpcc7942_0378	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
ANA3	7023449	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
DvH	207690	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
pseudo6_N2E2	Pf6N2E2_3257	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
pseudo6_N2E2	Pf6N2E2_3384	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
DvH	207792	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
pseudo3_N2E3	AO353_01970	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
Caulo	CCNA_03580	147	1419	619.1666666666666	1272	0	0	False	False	478	846	147	1419	494	331
ANA3	7023450	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
ANA3	7024712	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
acidovorax_3H11	Ac3H11_4474	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
Korea	Ga0059261_1499	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
psRCH2	GFF3868	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
Korea	Ga0059261_1868	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
psRCH2	GFF3677	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
pseudo6_N2E2	Pf6N2E2_5128	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
pseudo6_N2E2	Pf6N2E2_4601	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
pseudo3_N2E3	AO353_06460	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
pseudo6_N2E2	Pf6N2E2_5328	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
BFirm	BPHYT_RS04950	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
Ponti	CA264_12390	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
ANA3	7025458	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
PV4	5209081	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
Ponti	CA264_12375	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
Putida	PP_0396	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
Putida	PP_0760	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
PV4	5209522	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
ANA3	7024937	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
DvH	207083	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
ANA3	7024940	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
psRCH2	GFF3114	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
WCS417	GFF4856	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
psRCH2	GFF1655	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
pseudo3_N2E3	AO353_08170	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
Putida	PP_4994	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
Ponti	CA264_06345	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
pseudo3_N2E3	AO353_08765	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
Btheta	354138	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
Dino	3608989	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
Phaeo	GFF991	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
ANA3	7026345	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
pseudo3_N2E3	AO353_08895	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
PV4	5209577	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
PV4	5210465	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
Cup4G11	RR42_RS04735	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
WCS417	GFF842	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
Ponti	CA264_21460	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
pseudo6_N2E2	Pf6N2E2_3260	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
ANA3	7024018	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
Dino	3608215	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
PV4	5208549	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
PV4	5208582	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
PV4	5207783	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
WCS417	GFF903	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
Btheta	350948	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
pseudo6_N2E2	Pf6N2E2_1401	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
Dino	3608654	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
psRCH2	GFF266	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
PV4	5207763	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
PV4	5211188	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
psRCH2	GFF705	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
PV4	5208613	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
psRCH2	GFF930	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
psRCH2	GFF1883	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
ANA3	7025758	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
acidovorax_3H11	Ac3H11_2305	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
ANA3	7025886	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
ANA3	7025892	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
ANA3	7025756	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
PV4	5210877	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
Putida	PP_3662	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
Putida	PP_2370	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
WCS417	GFF5480	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
PV4	5211104	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
BFirm	BPHYT_RS13245	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
psRCH2	GFF2023	146	890	560.5	744	0	0	False	False	478	890	721	629	499	146
