gene_cluster_id	root_og	narrowest_og	n_tax_levels	breadth_class	COG_category	EC	KEGG_ko	PFAMs	Description	n_species	n_clusters
NC_004347.2_433	COG2321	2QBKJ	5	universal	S	-	ko:K07054	Zn_peptidase	Putative neutral zinc metallopeptidase	5	5
NZ_CP053946.1_131	COG4395	2Q8XM	5	universal	S	-	-	DUF1517,Tim44	Tim44	7	7
NC_004347.2_2025	COG0720	2Q9FK	5	universal	H	1.1.1.42	ko:K00031	PTPS	6-pyruvoyl tetrahydropterin synthase	4	4
NZ_CP034122.1_3044	COG5266	2KG96	5	universal	P	-	-	DUF4198	PFAM Nickel transport complex, NikM subunit, transmembrane	9	9
NZ_CP023314.2_1093	2ZADX	2KHP9	5	universal	S	-	-	DUF1080	Domain of Unknown Function (DUF1080)	1	1
NC_004347.2_3732	COG1697	2QBHS	5	universal	L	-	-	DUF2220	DNA topoisomerase VI subunit A	2	2
NC_004347.2_3564	COG0697	2QB0W	5	universal	EG	-	-	EamA	of the drug metabolite transporter (DMT) superfamily	24	134
NC_004347.2_2519	32RT1	2QB20	5	universal	-	-	-	-	-	13	13
NC_004347.2_112	330CW	1STGQ	4	universal	-	-	-	-	-	1	1
NZ_LUKJ01000003.1_556	32RT1	1YUSN	5	universal	-	-	-	-	-	13	13
NZ_CP053946.1_296	COG4667	2QAWM	5	universal	S	-	-	Patatin	Patatin-like phospholipase	1	1
NC_004347.2_381	331A7	2QBF4	5	universal	-	-	-	-	-	2	2
NC_004347.2_2045	COG3637	2QEHD	5	universal	M	-	-	DUF481,OMP_b-brl	Has lipid A 3-O-deacylase activity. Hydrolyzes the ester bond at the 3 position of lipid A, a bioactive component of lipopolysaccharide (LPS), thereby releasing the primary fatty acyl moiety	20	69
NZ_LUKJ01000003.1_442	COG0642	1SVMZ	4	universal	T	-	-	-	Histidine kinase-like ATPases	5	7
NC_004347.2_4375	COG2855	2Q9I4	5	universal	S	-	-	Cons_hypoth698	PFAM conserved	11	14
NC_004347.2_3953	COG1561	2QAEN	5	universal	S	-	-	DUF1732,YicC_N	PFAM YicC N-terminal domain protein	17	17
NZ_AKJE01000034.1_35	COG1801	1YM8P	5	universal	S	-	-	DUF72	Protein of unknown function DUF72	26	39
NZ_CP053946.1_227	32UT6	1S9SR	4	universal	-	-	-	-	-	6	12
NC_004347.2_1590	COG1075	2QAVZ	5	universal	S	-	-	-	acetyltransferases and hydrolases with the alpha beta hydrolase fold	18	29
CP081277.1_79	COG2258	34G0V	5	universal	S	-	-	3-alpha,MOSC	MOSC domain	8	10
CP081271.1_2319	2Z7MU	34E7X	5	universal	S	-	-	SseB	SseB protein N-terminal domain	2	2
NZ_LOHU01000068.1_5	2Z86Q	34EAK	5	universal	S	-	-	Rhamno_transf	Putative rhamnosyl transferase	1	1
NC_018290.1_1787	COG1840	2U86M	4	universal	P	-	-	SBP_bac_6	Bacterial extracellular solute-binding protein	3	3
CP081170.1_1852	2Z92P	34ESQ	5	universal	-	-	-	-	-	1	1
NC_018290.1_2108	341IP	2UTHB	4	universal	-	-	-	-	-	1	1
NZ_JACDUN010000001.1_1802	COG0070	23Q2T	4	universal	E	-	-	GXGXG	PFAM glutamate synthase alpha subunit domain protein	1	1
NZ_JACDUI010000001.1_87	COG2043	23Q76	4	universal	S	-	-	DUF169	Uncharacterised ArCR, COG2043	3	3
NZ_CP010650.1_1383	COG3494	34EPC	5	universal	S	-	ko:K09949	DUF1009	Protein of unknown function (DUF1009)	5	5
NC_018291.1_166	2Z9W1	34GGU	5	universal	K	-	-	HTH_26,HTH_3	Helix-turn-helix XRE-family like proteins	3	3
CP081170.1_2716	COG2230	34G1X	5	universal	M	-	-	Methyltransf_23	cyclopropane-fatty-acyl-phospholipid synthase	4	4
CP081170.1_1148	COG3221	34EKP	5	universal	P	-	-	Phosphonate-bd	ABC transporter, phosphonate, periplasmic substrate-binding protein	3	3
NZ_CP019307.1_1013	33EF0	34G6I	5	universal	-	-	-	-	-	1	1
CP081216.1_2686	COG2010	34G3M	5	universal	C	-	-	Cytochrom_C	Cytochrome c	17	27
NZ_JACDUN010000001.1_230	COG4017	23Q15	4	universal	S	-	-	DUF1188	Protein of unknown function (DUF1188)	1	1
NZ_CP010745.1_631	2Z7KX	34F70	5	universal	S	-	-	EcsC	EcsC protein family	1	1
NC_018290.1_3012	COG3820	34EU1	5	universal	S	-	ko:K09987	DUF1013	Protein of unknown function (DUF1013)	5	5
NZ_JACDUO010000002.1_254	arCOG03165	23QZB	4	universal	-	-	-	-	-	1	2
CP081240.1_2414	COG2931	34E1V	5	universal	Q	-	-	Hint_2	Hint domain	18	39
NZ_JAFBBC010000002.1_177	COG2014	23QYS	4	universal	S	-	ko:K09138	DUF364,DUF4213	Putative heavy-metal chelation	2	3
NZ_AP011528.1_1441	arCOG05037	23QS6	4	universal	-	-	-	-	-	1	1
NZ_CP031952.1_529	COG4191	34G2G	5	universal	T	-	-	PAS_9	PAS domain	9	11
NZ_CP010705.1_1114	31QJH	34F66	5	universal	-	-	-	-	-	2	2
NZ_JACDUP010000002.1_103	arCOG05103	23QZ3	4	universal	-	-	-	-	-	1	1
CP081271.1_2062	COG0593	34F8W	5	universal	L	-	-	Bac_DnaA	Belongs to the DnaA family	4	5
NZ_CP010705.1_859	COG1496	34ECY	5	universal	S	-	ko:K05810	Cu-oxidase_4	Multi-copper polyphenol oxidoreductase laccase	18	19
NZ_CP010612.1_9	2Z8V7	2U2D1	4	universal	-	-	-	-	-	1	1
NZ_LOHU01000037.1_5	33492	34G07	5	universal	-	-	-	-	-	1	1
NC_018290.1_1857	2Z7ZS	34FZY	5	universal	S	1.14.13.238	ko:K22342	DUF3445	Protein of unknown function (DUF3445)	3	3
CP081240.1_78	COG3022	34EZQ	5	universal	S	-	ko:K09861	H2O2_YaaD	Peroxide stress protein YaaA	17	17
CP081243.1_99	2Z8P0	34EET	5	universal	-	-	-	-	-	2	2
NZ_CP031952.1_398	COG0726	34DY0	5	universal	G	-	-	Polysacc_deac_1	polysaccharide deacetylase	13	18
NZ_CP010630.1_185	COG1262	34GME	5	universal	S	-	-	FGE-sulfatase	Sulfatase-modifying factor enzyme 1	18	26
CP081266.1_2518	COG2813	34GCD	5	universal	J	-	-	-	Specifically methylates the guanine in position	4	6
NZ_CP010650.1_2178	2ZPCP	34G6U	5	universal	-	-	-	-	-	1	1
NZ_LOHU01000041.1_31	30C42	34GIR	5	universal	-	-	-	-	-	1	1
NC_018290.1_2074	COG3219	34EK8	5	universal	S	-	-	DUF2063	Putative DNA-binding domain	20	26
NC_018286.1_2248	2ZB46	2U4ZP	4	universal	-	-	-	-	-	2	2
CP081225.1_2762	32YJM	34G0G	5	universal	-	-	-	-	-	1	1
NZ_JACDUN010000001.1_614	arCOG03414	23QYW	4	universal	S	-	-	Regulator_TrmB	Archaeal transcriptional regulator TrmB	1	1
NZ_CP010595.1_1835	COG4678	34GMI	5	universal	G	-	-	-	Muramidase (Phage lambda lysozyme)	2	2
NZ_LOHU01000079.1_169	COG3496	34FGG	5	universal	S	-	ko:K09701	DUF1365	Protein of unknown function (DUF1365)	16	16
NC_018291.1_194	2Z7I3	2U25C	4	universal	-	-	-	-	-	2	3
CP081262.1_2920	COG3217	34EQE	5	universal	S	-	ko:K07140	MOSC,MOSC_N	MOSC N-terminal beta barrel domain	6	6
CP081230.1_2195	2Z85Y	34EZH	5	universal	-	-	-	-	-	1	1
NZ_CP010610.1_3407	2ZIBU	34G11	5	universal	-	-	-	-	-	1	1
CP081277.1_78	2Z8GW	34FGC	5	universal	-	-	-	-	-	1	1
CP081221.1_3484	2ZCKS	34EJG	5	universal	-	-	-	Glyco_tranf_2_4	-	2	2
NZ_CP010595.1_1916	COG5340	2TTDH	4	universal	K	-	-	-	Psort location Cytoplasmic, score	14	16
CP081252.1_2909	COG1600	34FGQ	5	universal	C	-	-	-	COG1145 Ferredoxin	4	6
NZ_JACDUN010000001.1_1800	arCOG03165	23QZB	4	universal	-	-	-	-	-	1	2
NZ_CP026606.1_763	COG3503	2XWYK	3	universal	S	-	-	DUF1624	Protein of unknown function (DUF1624)	12	12
JACCQJ010000001.1_19	arCOG08238	23R6G	4	universal	-	-	-	-	-	1	2
NZ_JACHIQ010000001.1_710	arCOG05021	23QX7	4	universal	-	-	-	-	-	1	1
NZ_JACDUK010000003.1_6	arCOG08238	23R6G	4	universal	-	-	-	-	-	1	2
NZ_JACDUH010000002.1_178	arCOG03442	23R7M	4	universal	-	-	-	-	-	1	1
CP081280.1_2570	307R7	34FR7	5	universal	-	-	-	-	-	2	2
NZ_CP031948.1_1322	2Z8BR	34DZR	5	universal	S	-	-	DUF1638	Protein of unknown function (DUF1638)	3	3
NZ_CP010735.1_2699	335DZ	34FTA	5	universal	-	-	-	-	-	2	2
NZ_CP010595.1_1837	32NR3	1P1HZ	3	universal	-	-	-	-	-	1	1
NZ_LOHU01000026.1_85	COG5429	34FG2	5	universal	S	-	-	DUF1223	Protein of unknown function (DUF1223)	9	9
CP081273.1_23	32Z0I	2UGSJ	4	universal	S	-	-	YjbF	Group 4 capsule polysaccharide lipoprotein gfcB, YjbF	2	3
NZ_JACDUM010000005.1_21	COG1641	23RET	4	universal	S	4.99.1.12	ko:K09121	DUF111	Protein of unknown function DUF111	3	3
NZ_CP020120.1_579	arCOG06619	23RK1	4	universal	-	-	-	-	-	1	1
CP081259.1_47	2Z8YM	2TUHV	4	universal	-	-	-	TspO_MBR	-	2	2
CP081257.1_1004	32S3Y	34FPA	5	universal	-	-	-	DUF4177	-	2	2
CP081235.1_1906	COG5373	34EHU	5	universal	S	-	-	DUF4167	Domain of unknown function (DUF4167)	18	22
NZ_JACDUP010000002.1_7	COG4827	23RIN	4	universal	S	-	-	DUF2162	Predicted transporter (DUF2162)	1	1
NZ_CP010668.1_728	COG2968	34E04	5	universal	S	-	ko:K09807	SIMPL	Protein of unknown function (DUF541)	10	10
NZ_LOHU01000079.1_190	COG0340	34G6T	5	universal	H	-	-	BPL_LplA_LipB_2,DUF4444	Domain of unknown function (DUF4444)	3	3
NZ_JAGINF010000007.1_34	COG1634	23Q52	4	universal	H	2.7.6.3	ko:K07142	MAF_flag10	Catalyzes the transfer of diphosphate from ATP to 6- hydroxymethyl-7,8-dihydropterin (6-HMD), leading to 6- hydroxymethyl-7,8-dihydropterin diphosphate (6-HMDP)	1	1
NZ_JACDUK010000002.1_247	COG4053	23Q12	4	universal	-	-	-	-	-	1	1
NC_018290.1_2810	2ZHUV	2U74T	4	universal	-	-	-	-	-	1	1
CP081221.1_2274	COG2981	34FB8	5	universal	E	-	ko:K06203	EI24	Etoposide-induced protein 2.4 (EI24)	5	5
NZ_JACHED010000002.1_247	arCOG03445	23QJR	4	universal	S	-	-	DUF364	Putative heavy-metal chelation	1	1
NZ_CP019307.1_918	32S56	34FP5	5	universal	S	-	-	DUF4174	Domain of unknown function (DUF4174)	2	2
CP081262.1_2312	COG5482	34EZI	5	universal	S	-	-	DUF2161	Putative PD-(D/E)XK phosphodiesterase (DUF2161)	4	4
NZ_CP026606.1_236	arCOG09512	arCOG09512	2	universal	-	-	-	-	-	1	1
CP081248.1_539	COG3159	34ECD	5	universal	S	-	ko:K09921	DUF484	Protein of unknown function, DUF484	28	28
NC_011916.1_270	33DFE	2KAYZ	5	universal	-	-	-	-	-	2	2
NC_002696.2_3110	COG4323	2KH70	5	universal	S	-	-	DUF962	Protein of unknown function (DUF962)	12	12
NC_002696.2_1315	COG5646	2IMR2	3	universal	S	-	-	DUF1801	Domain of unknown function (DU1801)	3	4
NZ_JACNDV010000001.1_5305	32CYH	1YTF2	5	universal	-	-	-	-	-	3	3
NZ_JACNDV010000001.1_1821	31U6G	1YTRH	5	universal	-	-	-	-	-	3	4
NZ_LUKJ01000003.1_2153	COG3450	1YQEV	5	universal	S	-	ko:K06995	Cupin_3	Protein of unknown function (DUF861)	18	25
NC_004347.2_3557	COG5652	2QCK6	5	universal	S	-	-	VanZ	PFAM VanZ family protein	6	6
NC_004347.2_2757	COG5614	1NFNA	3	universal	S	-	-	Phage_H_T_join	Phage head-tail joining protein	2	2
NC_004347.2_1808	33JPF	2QCNJ	5	universal	-	-	-	-	-	3	3
NC_004347.2_1620	COG1403	2QBZ0	5	universal	L	-	-	HNH	SMART HNH nuclease	21	32
NC_004347.2_1366	31DWC	2QBQE	5	universal	-	-	-	-	-	3	3
NZ_CP023314.2_676	33B49	1NJ4B	3	universal	-	-	-	-	-	3	3
NZ_CP023313.2_2813	COG1396	2KJCY	5	universal	K	-	-	HTH_3	Helix-turn-helix domain	15	37
NC_011916.1_1131	32XZ7	2KH3V	5	universal	S	-	-	DUF2849	Protein of unknown function (DUF2849)	1	1
NZ_JACVBI010000004.1_359	32EU6	1YQZU	5	universal	-	-	-	-	-	5	5
NZ_MOBL01000009.1_13	COG2315	1YQFG	5	universal	S	-	-	YjbR	YjbR	13	14
NZ_AKJE01000089.1_37	COG5652	1NGE7	3	universal	I	-	-	VanZ	PFAM VanZ	6	6
NZ_AKJE01000043.1_21	32D7H	1YU6D	5	universal	-	-	-	-	-	5	12
NC_004347.2_3766	32DZD	2QD1Q	5	universal	S	-	-	Cys_rich_CWC	Cysteine-rich CWC	2	2
NC_004347.2_3758	33C43	2QCPZ	5	universal	-	-	-	-	-	3	3
NC_004347.2_2505	COG4518	1SI8Y	4	universal	S	-	-	Phage_TAC_7	Phage tail assembly chaperone proteins, E, or 41 or 14	1	1
NC_004347.2_1856	331NB	2QC9W	5	universal	S	-	-	DUF2750	Protein of unknown function (DUF2750)	3	3
NZ_CP079926.1_3081	COG2361	2KJNN	5	universal	S	-	-	DUF86	Protein of unknown function DUF86	6	9
NZ_CP023313.2_3459	COG3801	2KH8A	5	universal	S	-	-	YjbR	Catalyzes the transfer of a formyl group from 10- formyltetrahydrofolate to 5-phospho-ribosyl-glycinamide (GAR), producing 5-phospho-ribosyl-N-formylglycinamide (FGAR) and tetrahydrofolate	3	5
NC_002696.2_3492	COG3784	2KHB5	5	universal	S	-	ko:K09978	DUF1318	Protein of unknown function (DUF1318)	9	9
NC_002696.2_2791	33JIQ	2KJHH	5	universal	-	-	-	-	-	1	1
NZ_JACNDV010000001.1_2190	30UY1	1YU2G	5	universal	-	-	-	-	-	2	2
NZ_LUKJ01000003.1_4369	33H87	1ZA52	5	universal	-	-	-	-	-	1	1
NZ_AKJE01000108.1_143	32CQ5	1YQQB	5	universal	-	-	-	-	-	6	6
NZ_AKJE01000023.1_90	31U6V	1YTS7	5	universal	-	-	-	-	-	2	2
NZ_CP053946.1_3212	3217S	2QC1P	5	universal	S	-	-	DUF3802	Protein of unknown function (DUF3802)	3	3
NC_004347.2_4146	COG3296	2QC9H	5	universal	S	-	ko:K09940	DUF4870	Domain of unknown function (DUF4870)	9	9
NC_004347.2_4031	2ZFX2	2QD17	5	universal	-	-	-	-	-	2	2
NC_004347.2_3878	2ZYVX	2QE1T	5	universal	-	-	-	-	-	2	2
NC_004347.2_2635	31D5W	2QC55	5	universal	S	-	ko:K14762	DUF2810	Protein of unknown function (DUF2810)	5	5
NC_004347.2_2602	COG0695	2QBZ3	5	universal	O	-	-	GST_N_3,Glutaredoxin	Glutaredoxin	10	17
NC_004347.2_2204	COG2923	2QCPX	5	universal	P	-	ko:K07236	DrsE	Belongs to the DsrF TusC family	1	1
NC_004347.2_689	COG1695	2QD3X	5	universal	K	-	ko:K10947	PadR	Transcriptional regulator PadR-like family	2	2
NC_004347.2_146	31GCX	2QCKV	5	universal	-	-	-	-	-	2	2
NZ_JAHUWR010000001.1_954	31TMV	1YQKI	5	universal	-	-	-	-	-	5	5
NZ_MOBL01000031.1_3	COG1359	1YQTK	5	universal	S	-	-	ABM	Antibiotic biosynthesis monooxygenase	14	31
NZ_LUKJ01000003.1_4265	COG0137	1S8A1	4	universal	E	-	-	DUF2493	Protein of unknown function (DUF2493)	4	4
NZ_LUKJ01000003.1_910	COG3323	1YQQ4	5	universal	S	-	ko:K11022	-	protein conserved in bacteria	6	6
NZ_AKJE01000022.1_9	COG5507	1S6KT	4	universal	S	-	-	DUF1428	RNA signal recognition particle 4.5S RNA	6	7
NZ_CP053946.1_320	30CCU	2QCWP	5	universal	-	-	-	-	-	3	3
NC_004347.2_3436	COG4519	2QCMF	5	universal	S	-	-	HTH_43	Winged helix-turn helix	10	10
NC_004347.2_3187	33AD4	2QCG1	5	universal	S	-	-	DUF3325	Protein of unknown function (DUF3325)	6	7
NC_004347.2_2991	COG0399	2QBWZ	5	universal	J	-	-	23S_rRNA_IVP	PFAM S23 ribosomal protein	3	4
NC_004347.2_2504	30HW7	1S3WQ	4	universal	S	-	-	Tail_tube	Phage tail tube protein	1	1
NZ_JAHUWR010000001.1_634	349JJ	1YQW0	5	universal	-	-	-	-	-	5	6
NZ_JACNDV010000001.1_2771	32RYI	1N0T4	3	universal	-	-	-	-	-	3	3
NZ_CP053946.1_1610	COG3050	COG3050	2	universal	L	2.7.7.7	ko:K02344	DNA_III_psi	DNA-directed DNA polymerase activity	3	3
NZ_CP053946.1_811	COG3339	2QCEJ	5	universal	S	-	-	DUF1232	Protein of unknown function (DUF1232)	21	25
NZ_CP053946.1_326	31E7Y	2QCFP	5	universal	-	-	-	-	-	3	3
NC_004347.2_4403	3161V	2QCKZ	5	universal	-	-	-	-	-	3	3
NC_004347.2_1918	COG3784	2QCJX	5	universal	S	-	ko:K09978	DUF1318	conserved protein UCP025560	9	9
NC_004347.2_1292	COG3169	2QBWQ	5	universal	S	-	ko:K09922	DMT_6	Putative member of DMT superfamily (DUF486)	6	6
NZ_CP079926.1_2533	30Q06	2KJJX	5	universal	-	-	-	-	-	1	1
NC_002696.2_2627	3333E	2VGB9	4	universal	-	-	-	-	-	1	1
NZ_JACNDV010000002.1_325	2ZDP5	1P4TH	3	universal	-	-	-	-	-	1	1
NZ_JACVBI010000008.1_75	305NJ	1YQME	5	universal	-	-	-	-	-	5	5
NC_004347.2_2800	32WWC	2QD61	5	universal	-	-	-	PapB	-	1	2
NC_004347.2_2450	31E8I	2QCH0	5	universal	-	-	-	-	-	3	3
NC_004347.2_2075	2ZWN4	2QCMZ	5	universal	-	-	-	-	-	2	2
NC_004347.2_713	2ZI8Y	2QCIP	5	universal	-	-	-	-	-	3	3
NC_004347.2_686	COG0526	2QCQF	5	universal	CO	-	-	Thioredoxin	Thioredoxin	14	27
NC_004347.2_621	32VPE	1SBU2	4	universal	S	-	-	DUF2730	Protein of unknown function (DUF2730)	1	1
NC_004347.2_587	COG3212	2QCTS	5	universal	S	-	-	PepSY	peptidase	9	16
NZ_CP023313.2_3581	COG4575	COG4575	2	universal	T	-	-	DUF883	ribosome binding	20	34
NC_002696.2_769	333H6	2KHIX	5	universal	-	-	-	-	-	1	1
NC_002696.2_712	COG3210	COG3210	2	universal	U	-	-	-	domain, Protein	10	13
NZ_JAHUWR010000010.1_157	COG3514	1YTWY	5	universal	S	-	-	BrnA_antitoxin	BrnA antitoxin of type II toxin-antitoxin system	9	10
NZ_JACNDV010000001.1_3662	COG3422	1YQQX	5	universal	S	-	ko:K09946	DUF1508	Domain of unknown function (DUF1508)	16	18
NZ_JACVBI010000004.1_67	32RZM	1YQGP	5	universal	S	-	-	-	pilin assembly protein	5	6
NZ_MOBL01000011.1_89	COG1357	1YQKQ	5	universal	S	-	-	Pentapeptide	Pentapeptide repeats (8 copies)	15	32
NC_004347.2_3158	2ZVYH	2QCCK	5	universal	S	-	-	DUF3634	Protein of unknown function (DUF3634)	3	3
NC_004347.2_2292	COG1393	2QC8Q	5	universal	P	1.20.4.1	ko:K00537	ArsC	Belongs to the ArsC family	4	4
NC_004347.2_1814	COG0348	2QETF	5	universal	C	-	-	-	PFAM 4Fe-4S ferredoxin, iron-sulfur binding	5	5
NC_004347.2_970	2ZEX8	1SVQJ	4	universal	-	-	-	-	-	1	1
NZ_JAHUWR010000001.1_997	339JT	1NH4G	3	universal	S	-	-	DUF2934	Protein of unknown function (DUF2934)	8	8
NZ_JACNDV010000001.1_4141	33AB9	1YQC7	5	universal	-	-	-	-	-	6	6
NZ_JACNDV010000001.1_2495	COG2823	1YTYI	5	universal	S	-	-	BON	BON domain	12	22
NZ_JACNDV010000001.1_1966	33ER0	1YQZ9	5	universal	-	-	-	-	-	7	9
NZ_JACVBI010000003.1_442	31TPM	1YQUR	5	universal	-	-	-	-	-	6	6
NZ_JACVBI010000002.1_529	33GWN	1YTZ9	5	universal	-	-	-	-	-	2	2
NZ_LUKJ01000003.1_3977	31TPY	1YQW7	5	universal	S	-	-	DUF3077	Protein of unknown function (DUF3077)	6	7
NC_004347.2_3755	31JJX	2QD46	5	universal	-	-	-	-	-	2	2
NC_004347.2_3433	32Y7H	2QCJT	5	universal	S	-	-	DUF2956	Protein of unknown function (DUF2956)	3	3
NC_004347.2_2364	COG2823	2QE35	5	universal	S	-	-	BON	BON domain	12	22
NC_004347.2_2063	309KR	2QC6T	5	universal	-	-	-	-	-	3	3
NC_004347.2_873	31H47	2QD0U	5	universal	-	-	-	-	-	3	3
NZ_PJRR01000009.1_54	COG3795	2KIN9	5	universal	S	-	-	-	YCII-related domain	9	12
NZ_JACVBI010000006.1_317	305U4	1YQTT	5	universal	-	-	-	-	-	6	6
NZ_JACVBI010000001.1_59	COG0718	1S5WU	4	universal	S	-	ko:K09747	YbaB_DNA_bd	Binds to DNA and alters its conformation. May be involved in regulation of gene expression, nucleoid organization and DNA protection	18	18
NZ_LUKJ01000003.1_657	COG4321	1YQUK	5	universal	S	-	-	RHH_4	Ribbon-helix-helix domain	14	15
NZ_CP053946.1_1065	341J0	2QC9G	5	universal	-	-	-	-	-	3	3
NC_004347.2_1917	31QA8	2QCP4	5	universal	-	-	-	-	-	2	2
NZ_CP023313.2_2911	32URI	2K7DV	5	universal	-	-	-	-	-	1	1
NC_011916.1_339	31YUV	2U8FC	4	universal	S	-	-	DUF3088	Protein of unknown function (DUF3088)	1	1
NC_002696.2_3265	32ZHW	2KHD4	5	universal	-	-	-	-	-	1	1
NZ_JAHUWR010000006.1_167	3299H	1YTTQ	5	universal	-	-	-	-	-	3	3
NZ_JACVBI010000001.1_664	333GU	1YTVD	5	universal	S	-	-	DUF2834	Protein of unknown function (DUF2834)	7	7
NZ_MOBL01000011.1_93	COG3098	1YQK4	5	universal	S	5.1.3.13	ko:K01790	DUF446	Pseudouridine synthase	9	9
NZ_LUKJ01000001.1_211	33ER0	1SJHB	4	universal	-	-	-	-	-	7	9
NZ_AKJE01000097.1_5	334SG	1YQID	5	universal	-	-	-	-	-	5	5
NZ_CP053946.1_1803	COG3671	2QCPE	5	universal	S	-	-	-	membrane	5	6
NC_004349.1_69	COG4737	2QDYI	5	universal	S	-	-	RelE	RelE toxin of RelE / RelB toxin-antitoxin system	8	9
NC_004347.2_3256	3023Z	2QCTV	5	universal	-	-	-	-	-	3	3
NC_004347.2_1388	COG2914	2QC7X	5	universal	S	-	ko:K09801	Ub-RnfH	Belongs to the UPF0125 (RnfH) family	10	10
NC_004347.2_553	32Z0A	2QCME	5	universal	S	-	-	DUF3392	Protein of unknown function (DUF3392)	3	3
NC_004347.2_313	2ZIHZ	2QCRK	5	universal	-	-	-	-	-	2	2
NZ_CP023314.2_3716	32RW3	2KH0G	5	universal	S	-	-	DUF2794	Protein of unknown function (DUF2794)	5	5
NC_002696.2_867	32Z6B	2KHGJ	5	universal	-	-	-	-	-	2	2
NZ_JACNDV010000001.1_2919	32QJX	1YQXA	5	universal	S	-	-	DUF2790	Protein of unknown function (DUF2790)	3	3
NZ_MOBL01000003.1_72	COG1742	1SB33	4	universal	S	-	ko:K09771	UPF0060	UPF0060 membrane protein	12	12
NC_004347.2_4030	33IYT	2QCQK	5	universal	-	-	-	-	-	2	2
NC_004347.2_3628	COG3422	2QCTX	5	universal	S	-	ko:K09946	DUF1508	Domain of unknown function (DUF1508)	16	18
NC_004347.2_2216	COG1942	2QCH7	5	universal	S	-	-	DUF1904	Domain of unknown function (DUF1904)	8	9
NC_004347.2_1834	33033	2QCZS	5	universal	-	-	-	-	-	3	3
NC_011916.1_1076	COG5447	2KGTT	5	universal	S	-	-	DUF1491	Protein of unknown function (DUF1491)	6	6
NZ_JACNDV010000001.1_3673	340IW	1YQSG	5	universal	-	-	-	-	-	3	3
NZ_JACVBI010000002.1_499	COG1917	3T4FT	5	universal	S	-	-	-	Cupin 2, conserved barrel domain protein	29	63
NZ_JACVBI010000002.1_495	339I4	1YQU9	5	universal	-	-	-	-	-	6	6
NZ_JACVBI010000001.1_246	31TPN	1YQUX	5	universal	-	-	-	-	-	4	4
NZ_MOBL01000004.1_444	COG5645	1YU2B	5	universal	S	-	-	DUF1375	Protein of unknown function (DUF1375)	8	11
NZ_AKJE01000060.1_11	31TPZ	1YQWD	5	universal	-	-	-	-	-	4	4
NZ_AKJE01000005.1_10	COG2329	1YTZS	5	universal	S	-	-	ABM	Antibiotic biosynthesis monooxygenase	17	24
NZ_CP053946.1_1419	31E73	2QCED	5	universal	-	-	-	-	-	2	2
NC_004347.2_4313	335F1	1SDGB	4	universal	-	-	-	-	-	1	1
NC_004347.2_3513	32SWH	2QC59	5	universal	-	-	-	-	-	3	3
NC_004347.2_1874	COG0718	2QBZV	5	universal	L	-	ko:K09747	YbaB_DNA_bd	Binds to DNA and alters its conformation. May be involved in regulation of gene expression, nucleoid organization and DNA protection	18	18
NC_004347.2_529	30PAK	2QCGJ	5	universal	-	-	-	-	-	3	3
NC_011916.1_3184	33MXH	2KHFB	5	universal	-	-	-	-	-	1	1
NC_002696.2_1954	COG1742	2KIVD	5	universal	S	-	ko:K09771	UPF0060	UPF0060 membrane protein	12	12
NZ_JAHUWR010000009.1_46	305W1	1YQX4	5	universal	-	-	-	-	-	3	4
NZ_JAHUWR010000006.1_48	32JHG	1YTRY	5	universal	S	-	-	DUF2025	Protein of unknown function (DUF2025)	4	4
NZ_JACNDV010000001.1_5279	32ZT4	1YTVZ	5	universal	-	-	-	-	-	1	1
NZ_JACVBI010000007.1_350	COG4575	1YQF7	5	universal	S	-	-	DUF883	Bacterial protein of unknown function (DUF883)	20	34
NC_004347.2_3151	COG3171	2QCAZ	5	universal	S	-	ko:K09923	DUF469	Protein with unknown function (DUF469)	10	10
NC_004347.2_2208	331HC	2QCPK	5	universal	-	-	-	-	-	2	2
NC_004347.2_1931	2ZYIE	2QDYF	5	universal	-	-	-	-	-	1	1
NC_004347.2_494	COG1359	2QBW0	5	universal	C	-	-	ABM	PFAM Antibiotic biosynthesis monooxygenase	14	31
NC_004347.2_406	31A5D	2QDXU	5	universal	S	-	-	DUF2845	Protein of unknown function (DUF2845)	1	1
NC_004347.2_279	COG0792	2QCHN	5	universal	L	-	ko:K07460	UPF0102	Belongs to the UPF0102 family	15	15
NC_011916.1_526	33CGE	2KHG0	5	universal	-	-	-	-	-	1	1
NC_002696.2_3400	33I9C	2KHG7	5	universal	-	-	-	-	-	1	1
NZ_JAHUWR010000009.1_143	31CVS	1YTUZ	5	universal	-	-	-	-	-	3	5
NZ_JAHUWR010000006.1_47	COG2329	1YQK1	5	universal	S	-	-	ABM	Antibiotic biosynthesis monooxygenase	17	24
NZ_LUKJ01000003.1_2190	33HP8	1YQD0	5	universal	-	-	-	-	-	5	5
NZ_AKJE01000037.1_8	31CVS	1YTUZ	5	universal	-	-	-	-	-	3	5
NC_004347.2_3535	COG1917	2QCN3	5	universal	S	-	ko:K11312	Cupin_2	PFAM Cupin 2, conserved barrel domain protein	29	63
NC_004347.2_2774	COG3613	2QECD	5	universal	F	-	-	DUF4406	Domain of unknown function (DUF4406)	3	3
NC_004347.2_488	COG2329	2QBY3	5	universal	C	-	-	ABM	Antibiotic biosynthesis monooxygenase	17	24
