#Annotated with Bakta (v1.12.0): https://github.com/oschwengers/bakta
#Database (v6.0): https://doi.org/10.5281/zenodo.4247252
ID	Length	Gene	Product	EC	GO	COG	RefSeq	UniParc	UniRef
NZ_SEJP01000474.1_10	142		HNH endonuclease				WP_032951321.1	UPI00044A30B5	UniRef100_A0A8T3UPS6,UniRef50_A0A655URW0,UniRef90_A0A837LDZ3
JALKFD010000001.1_3048	211		MotA/TolQ/ExbB proton channel domain-containing protein				WP_010209649.1	UPI00029B06D7	UniRef100_A0A1N7UJE1,UniRef50_A0A0C5E5N8,UniRef90_A0A0C5E5N8
NZ_MPBM01000028.1_55	295		Nucleotidyltransferase				WP_047882044.1	UPI00064B981A	UniRef100_A0A1H4U7F9,UniRef50_A0A2H2YHP7,UniRef90_A0A2H2YHP7
NZ_JACRRH010000001.1_3427	99		Phosphatase						UniRef50_A0A2X4TWN2
NZ_LNIO01000014.1_29	247	traK	type-F conjugative transfer system secretin TraK				WP_008324157.1	UPI0002728E03	UniRef100_A0A9P3Z9L4,UniRef50_Q65AH8,UniRef90_Q65AH8
NZ_JACAQC010000035.1_25	211		DSBA-like thioredoxin domain-containing protein				WP_008433236.1	UPI000272C372	UniRef100_A0A2N7YA16,UniRef50_A0A1X7EXQ3,UniRef90_A0A3M3E950
NZ_JADPXE010000002.1_321	617	btuD	Vitamin B12 import ATP-binding protein BtuD				WP_201190282.1	UPI00191407AF	UniRef100_UPI00191407AF,UniRef50_Q57180,UniRef90_A0A5E6VR21
WGTF01000044.1_26	70		DUF190 domain-containing protein				WP_320971122.1	UPI00229AF676	UniRef100_UPI00229AF676,UniRef50_A0A415PY90,UniRef90_A0A6A1X6H5
NZ_LHVJ01000015.1_220	72		DUF1127 domain-containing protein				WP_042728311.1	UPI0005B38958	UniRef100_A0A0G3GED7,UniRef50_A0A2C9ER45,UniRef90_J2YE14
NZ_LYSO01000020.1_29	316		Hydrolase or metal-binding protein				WP_017736598.1	UPI000349156B	UniRef100_A0AAJ3JPE5,UniRef50_A0A1G7FZU7,UniRef90_A0A1G7FZU7
NZ_RPMX01000029.1_55	203		hypothetical protein						
NZ_CP023963.1_2807	83		hypothetical protein						UniRef50_A0A8B6IWP7,UniRef90_UPI000668F8A6
NZ_JAJOZJ010000239.1_4	275	yghU	glutathione-dependent disulfide-bond oxidoreductase		GO:0005515,GO:0006749		WP_231808326.1	UPI001E3B513A	UniRef100_UPI001E3B513A,UniRef50_A0A2Z4YST1,UniRef90_A0A109L0F1
NZ_JACARZ010000007.1_14	271	nadE	ammonia-dependent NAD(+) synthetase	6.3.1.5	GO:0003952,GO:0004359,GO:0008795,GO:0009435		WP_177080211.1	UPI0015A46AB0	UniRef100_UPI0015A46AB0,UniRef50_A0A423DU28,UniRef90_A0A2N7XY45
NZ_JAHPJC010000002.1_275	176		ABC transporter domain-containing protein						UniRef50_A0A4D4K1H3
NZ_CP091497.1_162	219		iron-containing alcohol dehydrogenase						UniRef50_UPI002FFB8BCF
NZ_JALJRO010000002.1_329	632	mnmG	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG		GO:0002098,GO:0005829,GO:0008033,GO:0030488,GO:0050660	COG0445,J	WP_027616698.1	UPI00048A2B89	UniRef100_A0A2S8YQ80,UniRef50_Q9F5X1,UniRef90_Q9F5X1
NZ_VKEM01000084.1_1	112	fhuE	ferric-rhodotorulic acid/ferric-coprogen receptor FhuE		GO:0009279,GO:0015344,GO:0015891,GO:0038023		WP_150317209.1	UPI00123A0842	UniRef100_A0A144I0V7,UniRef50_A0A2X5RA44,UniRef90_A0A7H0ML67
NZ_JACWNV010000183.1_5	233		Tn3 transposase DDE domain-containing protein						UniRef50_A0A1G0GB28
OV986001.1_1185	474		Gamma-aminobutyraldehyde dehydrogenase				WP_012722539.1	UPI00019DA255	UniRef100_C3KDS0,UniRef50_Q8ZPC9,UniRef90_A0A0B7D3S6
NZ_CABVJC010000001.1_887	261	fliR	flagellar biosynthetic protein FliR		GO:0006605,GO:0016020,GO:0044780		WP_047599973.1	UPI00044C2B17	UniRef100_A0A5E7S8E4,UniRef50_Q9I3Q3,UniRef90_A0A1H2P439
NZ_VLMO01001256.1_1	22		hypothetical protein						
NZ_VLMX01000683.1_1	79		hypothetical protein				WP_204265445.1	UPI0019539DB7	UniRef100_UPI0019539DB7,UniRef50_UPI0019539DB7,UniRef90_UPI0019539DB7
NZ_ACHU02000258.1_12	193	araC	AraC family transcriptional regulator						UniRef50_A0A0P9P2G1,UniRef90_A0A0P9P2G1
NZ_CP009048.1_4327	483	gatA	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA	6.3.5.7	GO:0005524,GO:0006412,GO:0006424,GO:0030956,GO:0050567	COG0154,J	WP_038614431.1	UPI0004F5907E	UniRef100_A0A077FH97,UniRef50_Q2YC91,UniRef90_Q87WR9
NZ_JAJQXB010000001.1_917	288		Phenol degradation protein meta				WP_232641982.1	UPI001E5178BA	UniRef100_UPI001E5178BA,UniRef50_E6WMT5,UniRef90_C3KC37
NZ_JAFHYQ010000002.1_210	238	ygjP	YgjP-like metallopeptidase domain-containing protein			COG1451,R	WP_213774622.1	UPI001BD69226	UniRef100_UPI001BD69226,UniRef50_K9YDV7,UniRef90_C5BBW9
NZ_CP032322.1_1082	1175		Superfamily I DNA and RNA helicase				WP_137116725.1	UPI0010BFC727	UniRef100_A0A4D8PJC8,UniRef50_D3P6U3,UniRef90_A0A4D8PJC8
AEJV01000140.1_24	373	gmd	GDP-mannose 4,6-dehydratase	4.2.1.47	GO:0000271,GO:0005737,GO:0008446,GO:0009242,GO:0019673,GO:0042351,GO:0042803,GO:0070401	COG1089,M	WP_000048205.1	UPI0002BA28D7	UniRef100_UPI0002BA28D7,UniRef50_P0AC88,UniRef90_P0AC88
MLEI01000023.1_82	39		Transposase						UniRef50_A0A1L7FXE6,UniRef90_A0A1L7FXE6
NZ_JAHETD010000092.1_6	1172		AAA domain-containing protein				WP_063617478.1	UPI00079B7182	UniRef100_UPI00079B7182,UniRef50_A0A2S9IBQ7,UniRef90_UPI0011B99C9A
NZ_JACWNJ010000010.1_148	102	sinR	HTH-type transcriptional regulator SinR						UniRef50_A0A5E4YW67
NZ_JVXL01000280.1_12	185		hypothetical protein	3.1.21.3			WP_048965070.1	UPI0006660536	UniRef100_UPI0006660536,UniRef50_UPI0024E15BBA,UniRef90_UPI0024E15BBA
VCHB01000003.1_332	315		Lipoprotein				WP_011108824.1	UPI000005B74D	UniRef100_Q8A273,UniRef50_A0A414FA82,UniRef90_D7IJW7
JQNA01000002.1_1627	123	insH	Transposase InsH N-terminal domain-containing protein						UniRef50_A0A7W8T2E7,UniRef90_A0A7W8T2E7
NZ_JAFHNQ010001195.1_1	188		phosphoribosylformylglycinamidine cyclo-ligase				WP_213704306.1	UPI001BD0BD56	UniRef100_UPI001BD0BD56,UniRef50_A0A2X1KG62,UniRef90_A0A377Z9R4
NZ_LXJP01000047.1_50	253		NAD-dependent protein deacylase				WP_069553025.1	UPI00084BB41A	UniRef100_A0A1E4X9Y9,UniRef50_Q9I4L0,UniRef90_A0A1E4X9Y9
NZ_CP049334.1_2831	382	wecE	Pyridoxal phosphate-dependent aminotransferase protein			COG0399,M	WP_013234827.1	UPI0001DBA31A	UniRef100_D8IZL2,UniRef50_A0A221KEJ9,UniRef90_D8IZL2
CP081271.1_2862	52		hypothetical protein						
NZ_VLMC01000242.1_1	87		hypothetical protein						
NZ_JANGDD010000208.1_1	74		TonB-dependent receptor domain-containing protein				WP_256309517.1	UPI00210E4A40	UniRef100_UPI00210E4A40,UniRef50_UPI00210E4A40,UniRef90_UPI00210E4A40
NZ_CP060289.1_262	180	tetR	Transcriptional regulator, TetR family				WP_179601008.1	UPI0015C87643	UniRef100_A0A7G7XAG7,UniRef50_A0AAJ2V768,UniRef90_A0A1H4MLF3
NZ_JANKKH010000059.1_8	510	tnp	IS21 family ISAav1 transposase		GO:0004803	COG4584,X	WP_016495558.1	UPI00034EE8A5	UniRef100_A0A643FBU6,UniRef50_A0AAP9Y4U0,UniRef90_A0A4Q9GWN4
NZ_JAKMLF010000016.1_114	78		YceK/YidQ family lipoprotein						UniRef50_UPI0012FDE287,UniRef90_UPI0020056CF2
NZ_JADRBM010000005.1_299	433		hypothetical protein				WP_196367833.1	UPI0018C32FAE	UniRef100_UPI0018C32FAE,UniRef50_A0A8S7MW22,UniRef90_UPI0021C739A2
NZ_JADVHF010000003.1_141	40	ccmD	CcmD family protein						UniRef50_A0A0J1LXL5,UniRef90_A0A0J1LXL5
NZ_RPDQ01000015.1_16	140		hypothetical protein						
NZ_FMTR01000001.1_411	227		Transcriptional regulator				WP_092344661.1	UPI0008712B2D	UniRef100_UPI0008712B2D,UniRef50_A0A3M6F9H6,UniRef90_A0A0D0MXJ5
NZ_CABVJC010000005.1_16	122		5-carboxymethyl-2-hydroxymuconate isomerase				WP_150693359.1	UPI00124036D0	UniRef100_A0A5E7U4B2,UniRef50_A0A1Q9QZ16,UniRef90_A0A5E7U4B2
JAFHEQ010000678.1_1	418	dinG	ATP-dependent DNA helicase DinG	5.6.2.3					UniRef50_A0A4Z0KYQ0,UniRef90_A0A2X3EMK8
NZ_JACNQW010000007.1_1	85		hypothetical protein						
NZ_JAGYGD010000009.1_139	427		N-carbamoyl-L-amino-acid hydrolase				WP_034148853.1	UPI00054C5930	UniRef100_UPI00054C5930,UniRef50_A0A085J983,UniRef90_A0A5E7KTS7
NZ_CABVHR010000027.1_6	330		VWFA domain-containing protein				WP_150756028.1	UPI001242137F	UniRef100_UPI001242137F,UniRef50_A0A4Q1HPD7,UniRef90_A0A0N1DF57
NZ_JABXPN010000012.1_112	466		HEPN domain-containing protein				WP_064489358.1	UPI0007DC21EA	UniRef100_UPI0007DC21EA,UniRef50_A0A0J8GS59,UniRef90_UPI000D6FAA29
NZ_JAAMOA010000012.1_46	226		DUF6884 domain-containing protein				WP_164961856.1	UPI0013E95EAA	UniRef100_UPI0013E95EAA,UniRef50_A0A0K2CRZ6,UniRef90_A0AA45BXK1
NZ_NOWT01000007.1_163	85		Transcriptional regulator				WP_094303182.1	UPI000B95B8CF	UniRef100_A0A235HF76,UniRef50_A0A2S1XGI3,UniRef90_A0A2S1XGI3
NZ_CP049868.1_876	279		Xylose isomerase				WP_240916465.1	UPI001F10A80D	UniRef100_A0A3N7DXR9,UniRef50_A0AAT9IAN4,UniRef90_A0A0C1DG66
NZ_KB644329.1_89	119	pilZ	PilZ domain-containing protein				WP_030140840.1	UPI0004BE3195	UniRef100_UPI0004BE3195,UniRef50_F2K537,UniRef90_UPI002FF2E54B
NZ_JAFFSO010000138.1_3	328	murB	UDP-N-acetylmuramate dehydrogenase	1.3.1.98	GO:0008762,GO:0071949	COG0812,M	WP_219297708.1	UPI001C5ABE4F	UniRef100_UPI001C5ABE4F,UniRef50_Q6DAP0,UniRef90_A0A0H3CT79
NZ_CP027561.1_2682	367	rimI	ribosomal protein S18-alanine N-acetyltransferase	2.3.1.266	GO:0008999,GO:0036211,GO:0042254		WP_169430324.1	UPI0014629FFB	UniRef100_A0A7Z3C4W7,UniRef50_A0A5E7IDY8,UniRef90_A0A4Y8VJ90
NZ_WKBC01000194.1_6	113		hypothetical protein						UniRef50_S6BR42
NZ_JACNXS010000005.1_29	247		N-acetyltransferase domain-containing protein				WP_023159899.1	UPI0003BB17AF	UniRef100_A0A483JY64,UniRef50_A0A564MWZ0,UniRef90_A0A483JY64
NZ_WKEK01000175.1_9	189	menH	Epoxide hydrolase, Serine peptidase, MEROPS family S33			COG0596,HR	WP_236477729.1	UPI001F440421	UniRef100_A0AAJ4B539,UniRef50_A0A5E6V9J2,UniRef90_Q4ZUV2
NZ_CAJMUL010000001.1_737	192		Repressor protein CI				WP_230121689.1	UPI001D6DE3A6	UniRef100_A0A9W4Q6S8,UniRef50_A0A9W4Q6S8,UniRef90_A0A9W4Q6S8
NZ_RBUU01000293.1_37	32		hypothetical protein						
NZ_JADUCE010000014.1_58	116		cytochrome c				WP_197880992.1	UPI0018D7D35F	UniRef100_UPI0018D7D35F,UniRef50_A0A1Y3LAX9,UniRef90_UPI0018D7D35F
JQNA01000001.1_1275	190		hypothetical protein				WP_035547984.1	UPI000553B49F	UniRef100_UPI000553B49F,UniRef50_UPI000553B49F,UniRef90_UPI000553B49F
NZ_RBTZ01000148.1_17	249		Major facilitator transporter						UniRef50_A0A0P9MEQ8,UniRef90_A0A0P9MEQ8
NZ_JAGTYD010000024.1_7	105		hypothetical protein				WP_217536731.1	UPI001C2F95F0	UniRef100_UPI001C2F95F0,UniRef50_UPI001C2F95F0,UniRef90_UPI001C2F95F0
NZ_JAENSS010000013.1_12	269		SDR family oxidoreductase		GO:0016491		WP_120733639.1	UPI000EAA9255	UniRef100_A0A7Y0VV91,UniRef50_A0A3M3EM57,UniRef90_A0A7Y0VV91
NZ_JAEIKY010000020.1_113	257		enoyl-CoA hydratase	4.2.1.17			WP_198725210.1	UPI0018E5B342	UniRef100_UPI0018E5B342,UniRef50_A0A8D2MIT3,UniRef90_J2Y2Q7
NZ_CABVII010000011.1_29	334		Luciferase-like domain-containing protein				WP_150784088.1	UPI001240B3C8	UniRef100_A0A5E7KCH1,UniRef50_A0A0P9RJA8,UniRef90_A0A5E7KCH1
NZ_PPSE01000031.1_62	365		HTH cro/C1-type domain-containing protein				WP_103318860.1	UPI000CD2943F	UniRef100_UPI000CD2943F,UniRef50_A0A5E7VLN3,UniRef90_A0A5E7VLN3
NZ_LACH01000005.1_45	244		Enterobactin synthase component D	2.7.8.7,6.3.2.14				UPI0005FB5872	UniRef100_A0A0F4VE81,UniRef50_Q9I4H2,UniRef90_A0A0F4VE81
NZ_CP059450.1_967	251		DNA-binding protein				WP_237905030.1	UPI001EDBBA9C	UniRef100_UPI001EDBBA9C,UniRef50_A0A2S1XDZ6,UniRef90_A0A2S1XDZ6
NZ_CP010730.1_22	181		Transposase, IS30 family				WP_024099655.1	UPI0003D6B8FB	UniRef100_A0AAC9ZCW7,UniRef50_A0AAC9ZCW7,UniRef90_A0AAC9ZCW7
NZ_MULM01000172.1_104	46		hypothetical protein						
NZ_PXKM01000276.1_1	70		Phage coat protein				WP_227540480.1	UPI001D0D8D2A	UniRef100_A0A377Y2L3,UniRef50_E6WEL4,UniRef90_A0A4R8EVA3
CAKXWJ010000116.1_1	126		hypothetical protein						
NZ_VLNJ01000578.1_1	84		hypothetical protein						
NZ_QQWN01000005.1_43	294	lysR	LysR family transcriptional regulator				WP_066575102.1	UPI00083792BF	UniRef100_A0A1L6JBU3,UniRef50_A0A068R4H4,UniRef90_A0A1L6JBU3
NZ_JRTM01000127.1_1	102		CP4-like integrase						UniRef50_A0A330XF19,UniRef90_A0A330XF19
NZ_CP076652.1_2477	1261		Transposase						UniRef50_A0A3M3QJ72
NZ_CAKAKA010000003.1_1102	302		Secreted protein				WP_225761579.1	UPI001CE3FC9A	UniRef100_UPI001CE3FC9A,UniRef50_A0AAN6AX98,UniRef90_E3GBN4
NZ_AVEN02000263.1_1	82		phosphopantetheine-binding protein				WP_152534944.1	UPI001269583E	UniRef100_UPI001269583E,UniRef50_UPI000F3B154C,UniRef90_UPI000F3B154C
NZ_PYHB01000061.1_1	110		hypothetical protein						
NZ_LKEL01000001.1_92	187		ferritin-like domain-containing protein				WP_058821937.1	UPI0007373799	UniRef100_UPI0007373799,UniRef50_A0A069NEZ3,UniRef90_UPI0007373799
NZ_JAKMMH010000003.1_211	33		hypothetical protein						
NZ_QIYB01000012.1_3	336	zitB	CDF family zinc transporter ZitB		GO:0005385,GO:0006829,GO:0016020,GO:0055085	COG1230,P			UniRef50_Q8ZGY6,UniRef90_A0A288TST8
NZ_JADTWD010000051.1_46	95		terminase small subunit				WP_060518941.1	UPI000761C1AD	UniRef100_UPI000761C1AD,UniRef50_A0A4Y5TR14,UniRef90_Q88KJ9
NZ_WKCE01000002.1_8	119		Lipoprotein				WP_236467978.1	UPI001F1B125C	UniRef100_UPI001F1B125C,UniRef50_A0A1L7NNR4,UniRef90_UPI001F432CFE
NZ_AKJJ01000028.1_32	165		DNA repair protein radc				WP_008016347.1	UPI0002709EF5	UniRef100_J3GWH7,UniRef50_U3B9D4,UniRef90_J3GWH7
NZ_CP039384.1_4636	339		Respiratory nitrate reductase alpha chain						UniRef50_W1F4P9
NZ_LUKZ01000009.1_150	432	dctQ	TRAP transporter large permease protein			COG1593,G	WP_063460839.1	UPI0007B4FBAE	UniRef100_A0A165KME8,UniRef50_I0HPI3,UniRef90_A0A1W6LB74
CAKNDK010000003.1_135	326	ydcK	YdcK family protein				WP_023327448.1	UPI0003BEE8EA	UniRef100_A0AAU9C9Z8,UniRef50_P76100,UniRef90_W7PAP5
NZ_JAGYGB010000002.1_117	353		Spermidine/putrescine ABC transporter substrate-binding protein				WP_223459943.1	UPI001CBD9B0F	UniRef100_UPI001CBD9B0F,UniRef50_A0A5E6VM41,UniRef90_A0A5E6VM41
NZ_JAFHYL010000018.1_28	95	eexN	EexN family lipoprotein				WP_000835347.1	UPI0002510287	UniRef100_A0A2S5U5I7,UniRef50_A0A1L4BM38,UniRef90_A0A1L4BM38
NZ_NOWT01000010.1_37	203		C-type lysozyme inhibitor domain-containing protein				WP_094303569.1	UPI000B957B7E	UniRef100_A0A235HDX2,UniRef50_A0A653V1W5,UniRef90_A0A235HDX2
NZ_SNVI01000008.1_219	191		hypothetical protein				WP_116119891.1	UPI000E27236B	UniRef100_A0A3E0BYZ6,UniRef50_A0A158EHB6,UniRef90_A0A158EHB6
NZ_AZQQ01000080.1_197	51		Nicotinamidase					UPI00045D5139	UniRef100_A0A059L1B0,UniRef50_A0A059L1B0,UniRef90_A0A059L1B0
NZ_CP022763.1_1733	416	bioF	8-amino-7-oxononanoate synthase	2.3.1.47	GO:0008710,GO:0009102,GO:0030170	COG0156,H			UniRef50_A1VUJ6,UniRef90_Q8XZC3
NZ_LVDJ01000001.1_104	673	metG	methionine--tRNA ligase	6.1.1.10	GO:0000049,GO:0000166,GO:0004825,GO:0005524,GO:0005829,GO:0006431,GO:0046872		WP_144198683.1	UPI001183112F	UniRef100_UPI001183112F,UniRef50_A8FWN7,UniRef90_A3QD92
NZ_LPPJ01000040.1_72	341		Major capsid protein E				WP_058686245.1	UPI000735DD3D	UniRef100_UPI000735DD3D,UniRef50_A0A0L7T7P4,UniRef90_A0AAP9AFV7
NZ_CP042804.1_1575	513		tyrosine-type recombinase/integrase				WP_005782817.1	UPI0001BC8E77	UniRef100_UPI0001BC8E77,UniRef50_A0A0D9ANF9,UniRef90_UPI0017850881
NZ_RWIQ01000116.1_1	239		hypothetical protein				WP_218573963.1	UPI001C49C9A6	UniRef100_UPI001C49C9A6,UniRef50_UPI0024804AB8,UniRef90_UPI0018E086CA
NZ_JAFHQM010000025.1_32	150	cadC1	Transcriptional regulator			COG3710,K	WP_213795046.1	UPI001BD459E6	UniRef100_UPI001BD459E6,UniRef50_Q8ZS10,UniRef90_A0AAP9QUN5
NZ_PDIL01000017.1_6	101	tnpA	IS66-like element accessory protein TnpA		GO:0003677,GO:0004803,GO:0006313			UPI000250BDC8	UniRef100_A0A376TW60,UniRef50_A0A826J7M6,UniRef90_A0A8T6QEY1
NZ_JACARK010000608.1_4	70		SPOR domain-containing protein				WP_178966271.1	UPI0015BC7BED	UniRef100_UPI000272D06A,UniRef50_Q9HZA9,UniRef90_A0A3M4AU30
NZ_JACCAS010000002.1_1459	467	gntT	Gluconate permease			COG2610,G		UPI0017DD5334	UniRef100_A0A7Z0BAE7,UniRef50_A0A3M3WZW9,UniRef90_A0A5Q4YV50
NZ_CABVIG010000001.1_164	100		Secreted protein				WP_041480100.1	UPI00059ED660	UniRef100_A0A5E7H0T4,UniRef50_A0A031IW13,UniRef90_V8R5X2
NZ_CP017951.1_2248	400		aminotransferase class V-fold PLP-dependent enzyme	2.8.1.7					UniRef50_A0A7L5RPZ1,UniRef90_UPI002FC9DF5C
NZ_JAEILC010000043.1_18	138		hypothetical protein				WP_232925118.1	UPI001E586AA1	UniRef100_UPI001E586AA1,UniRef50_G0WPF4,UniRef90_G0WPF4
NZ_BQHR01000005.1_51	540		Methyl-accepting chemotaxis protein				WP_236188785.1	UPI001F23C397	UniRef100_UPI001F23C397,UniRef50_A0A5E6SYN1,UniRef90_A0A5E6SYN1
NZ_CP034190.1_2683	82	hicB	Type II toxin-antitoxin system HicB family antitoxin				WP_010600795.1	UPI00029B56E7	UniRef100_A0A9X3D952,UniRef50_A0A497Y9U8,UniRef90_A0A0Q4LQR6
NZ_JACNDO010000018.1_48	388		diguanylate cyclase				WP_024075168.1	UPI0003D5B826	UniRef100_A0A5M8EWW2,UniRef50_A0A2G0W1C7,UniRef90_A0A5M9J267
NZ_JAJFTC010000013.1_25	91		hypothetical protein				WP_022649905.1	UPI0003B4A8BA	UniRef100_A0A6G6AR33,UniRef50_A0AAX2I690,UniRef90_A0A6G6AR33
NZ_FLBV01000007.1_38	291		Integrase						UniRef50_A0A6M3A3E5,UniRef90_A0A0C2BAP5
NZ_PQWP01000168.1_43	116		hypothetical protein						
NZ_JXSI01000004.1_130	455	glmU	bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU	2.3.1.157,2.7.7.23	GO:0000287,GO:0000902,GO:0003977,GO:0005737,GO:0006048,GO:0008360,GO:0009245,GO:0009252,GO:0016020,GO:0019134,GO:0071555		WP_032878616.1	UPI0004E60C19	UniRef100_A0A5D3G3U5,UniRef50_Q1QSD2,UniRef90_C3K1E4
DPLI01000558.1_3	157		Serine hydroxymethyltransferase	2.1.2.1					UniRef50_A0A2P5MYS0,UniRef90_A0AA35I7K4
NZ_QFLV01000925.1_1	111		protein acetyllysine N-acetyltransferase						UniRef50_A0A496L8E8
NZ_CDLS01000001.1_4866	284		MFS transporter						UniRef50_UPI0009B99DDE,UniRef90_UPI0009B99DDE
NZ_WKEP01000058.1_11	361		acyltransferase				WP_120249062.1	UPI000E741C58	UniRef100_UPI001F2D3531,UniRef50_A0A4Q2E9M4,UniRef90_UPI001F2D3531
NZ_PTSL01000025.1_69	214		AAA family ATPase				WP_000633916.1	UPI0002BB8CBA	UniRef100_T2HSL8,UniRef50_Q0H055,UniRef90_Q0H055
PGYX01000840.1_2	81		hypothetical protein						
NZ_WHPV01000245.1_1	43		hypothetical protein						
NZ_PXUF01000113.1_1	50		hypothetical protein						
NZ_SNVI01000002.1_1344	352		Porin				WP_134462275.1	UPI00106B3C72	UniRef100_A0A4Y8MSE4,UniRef50_A0A3P0NMG2,UniRef90_A0A3P0NMG2
NZ_NPGJ01000019.1_12	159	umuC	UmuC						UniRef50_A0A377YUP9
NZ_WMOU01000028.1_25	69		Transcriptional regulator				WP_115660902.1	UPI000E201484	UniRef100_UPI001D0ED76C,UniRef50_A0AAN1Y2L3,UniRef90_J5Y0G2
NZ_WKDL01000115.1_1	306	nCS2	MFS transporter, AGZA family, xanthine/uracil permease			COG2252,F	WP_236478576.1	UPI001F327B57	UniRef100_F3G456,UniRef50_A0A375GG58,UniRef90_A0AAQ1SV99
NZ_SWGY01000025.1_55	27		hypothetical protein						
NZ_CP063780.1_901	101		Fe-S-oxidoreductase				WP_032803249.1	UPI0004E7BF14	UniRef100_A0A7S7MVU5,UniRef50_Q080C7,UniRef90_C3KDD1
NZ_JAEILC010000142.1_31	547	ilvB	acetolactate synthase large subunit	2.2.1.6	GO:0000287,GO:0003824,GO:0030976	COG0028,EH	WP_198731521.1	UPI0018E5C601	UniRef100_UPI0018E5C601,UniRef50_A0A0H3KJN5,UniRef90_A0A0N0E4H7
NZ_JAKCMN010000177.1_1	250		chitinase						UniRef50_A0A379V0A3
NC_017310.1_1576	133		Lipoprotein				WP_010939005.1	UPI0000359DE0	UniRef100_Q72BB9,UniRef50_Q72BB9,UniRef90_Q72BB9
NZ_CAHW02000339.1_1	67	pilX	Pilus assembly protein			COG4726,NW	WP_049279857.1	UPI00066E379E	UniRef100_A0AAP7ZLX7,UniRef50_A0AAD0WGR5,UniRef90_A0AAW5ZJQ8
NZ_CP032353.1_1930	179		hypothetical protein						
NZ_JAIZFZ010000058.1_7	21		hypothetical protein						
NZ_JACYMP010000027.1_43	219		HTH tetR-type domain-containing protein				WP_181284480.1	UPI0015E6F903	UniRef100_A0AAE2Q3C4,UniRef50_A0A0C5DYK4,UniRef90_A0A0C5DYK4
NZ_JADRUH010000001.1_403	67		Aspartate-semialdehyde dehydrogenase						UniRef50_A0A537D7Q1
NZ_QPAW01000139.1_18	273		Replication protein P						UniRef50_A0A7Y8DRQ7,UniRef90_A0A0P9W4G9
NZ_JAMYBL010000011.1_111	73	fmdB	Putative regulatory protein FmdB zinc ribbon domain-containing protein				WP_010457489.1	UPI00021A00D8	UniRef100_A0A3D4NNH4,UniRef50_A0A3B0Z2W6,UniRef90_A0A5E7E8M2
NZ_JACAQN010000024.1_18	211		HAD family hydrolase				WP_004416605.1	UPI0002ADC327	UniRef100_A0A0A1Z239,UniRef50_A0A3M5RRY1,UniRef90_A0A7Y7RUC4
NZ_QIWU01000006.1_6	374		glycosyltransferase family 4 protein				WP_101880701.1	UPI000C7C44ED	UniRef100_UPI000C7C44ED,UniRef50_A0A1C3T0S0,UniRef90_UPI000C7C803B
NZ_FYDP01000001.1_256	254		Short-chain alcohol dehydrogenase like protein				WP_056784713.1	UPI0006F96D31	UniRef100_UPI0006F96D31,UniRef50_A0AAE3RCT0,UniRef90_L0GKT3
NZ_JAENSU010000016.1_136	468		DUF3987 domain-containing protein				WP_200584016.1	UPI00190ADEE9	UniRef100_UPI00190ADEE9,UniRef50_A0A010SS24,UniRef90_A0A2H2YF61
RZVZ01000087.1_1	103		Phosphate propanoyltransferase						UniRef50_A0A919I301
NZ_JAFGZB010000006.1_176	421		hypothetical protein				WP_210558273.1	UPI001B32D70E	UniRef100_UPI001B32D70E,UniRef50_A0A0N1DEH7,UniRef90_UPI001B32D70E
NZ_CP061171.1_4668	303		Phosphate ABC transporter substrate-binding protein				WP_167296289.1	UPI0014219426	UniRef100_A0A7Y0NRM5,UniRef50_C6XWI6,UniRef90_A0A0T5VU67
NZ_CP011525.1_1443	170		hypothetical protein				WP_064613983.1	UPI0007DDE4FC	UniRef100_UPI0007DDE4FC,UniRef50_B1JD08,UniRef90_A0A1Y3KYF9
NZ_QAYQ01000120.1_23	75		hypothetical protein						
NZ_QAJQ01000004.1_139	120		Response regulatory domain-containing protein				WP_124558589.1	UPI000F5AE724	UniRef100_A0A3N7E2S9,UniRef50_A0A0Q6AQT9,UniRef90_A0A3N7E2S9
NZ_SWFX01000025.1_27	371		Methyltransferase						UniRef50_A0A1X0WB35,UniRef90_A0A751UTW1
NZ_MOBY01000031.1_318	210		FAR-17a/AIG1-like protein				WP_123376524.1	UPI000F46753D	UniRef100_A0A423MWI9,UniRef50_A0A3M5N4W8,UniRef90_J3I7I4
NZ_RPJT01000107.1_6	890		patatin-like phospholipase family protein				WP_127527718.1	UPI000FD32E4B	UniRef100_UPI000FD32E4B,UniRef50_A0A2A6M7G2,UniRef90_UPI000FD32E4B
NZ_JAGRZB010000003.1_506	314	araC	Transcriptional regulator, AraC family				WP_045903269.1	UPI0005F922C4	UniRef100_UPI0005F922C4,UniRef50_B9TBR0,UniRef90_A0A486W1W0
NZ_CP048111.1_50	340		Fimbrial protein				WP_227627351.1	UPI001D0F388E	UniRef100_A0A6P1V998,UniRef50_A0A427KEG4,UniRef90_A0A6P1V998
NZ_VKUD01001023.1_1	72		hypothetical protein						
NZ_RBOW01000995.1_6	509		Coronafacic acid synthetase, ligase component				WP_004666804.1	UPI00000B960E	UniRef100_A0A2K4X3Z9,UniRef50_Q87W76,UniRef90_Q87W76
